Yil,PM10,SO2,CO,NO2,NOX,NO,HavaSicakligi,BagilNem,KabinSicakligi,KabinNem,PM25,IstasyonTipi,Gece/Gunduz,Haftasonu/Haftaici,Ay,Mevsim
2015,128.81,17.87,1974.28,104.6,173.43,68.83,6.77,58.01,2133.2,33.02,12.51,Kentsel,Gece,Haftasonu,11,Sonbahar
2015,165.01,45.14,2704.53,117.94,217.17,99.24,10.86,50.04,1967.87,39.86,68.83,Kentsel,Gunduz,Haftaici,11,Sonbahar
2015,129.78,28.63,2138.0,98.23,182.08,83.84,5.29,66.9,2016.34,27.84,47.05,Kentsel,Gece,Haftaici,11,Sonbahar
2015,114.3,28.13,1963.9,107.65,184.9,77.25,9.95,50.84,2105.41,33.02,36.16,Kentsel,Gunduz,Haftaici,11,Sonbahar
2015,134.07,1.96,2276.58,88.1,222.85,134.72,5.16,49.52,18.89,34.77,44.71,Kentsel,Gece,Haftaici,11,Sonbahar
2015,121.67,38.51,1806.13,99.27,189.2,89.93,8.07,34.65,1928.21,32.16,30.64,Kentsel,Gunduz,Haftaici,11,Sonbahar
2015,106.93,8.64,1653.74,6.62,31.38,24.76,3.06,48.88,1945.91,38.2,34.86,Kentsel,Gece,Haftaici,11,Sonbahar
2015,67.62,8.12,1018.28,111.91,144.49,32.6,8.3,28.58,1966.72,34.08,20.78,Kentsel,Gunduz,Haftaici,11,Sonbahar
2015,79.76,12.21,947.11,44.42,80.09,35.67,7.11,55.5,1992.63,33.52,34.35,Kentsel,Gece,Haftaici,11,Sonbahar
2015,80.91,1.25,898.04,75.56,211.84,136.28,9.35,54.25,1753.51,42.63,47.06,Kentsel,Gunduz,Haftaici,11,Sonbahar
2015,80.97,5.34,1285.7,111.37,153.12,41.75,5.67,74.21,1516.21,34.49,37.13,Kentsel,Gece,Haftaici,11,Sonbahar
2015,79.09,3.87,912.32,99.18,157.99,58.79,10.86,57.99,1541.03,42.63,28.41,Kentsel,Gunduz,Haftasonu,11,Sonbahar
2015,132.24,15.11,2340.96,86.29,258.36,172.05,6.53,70.13,1571.04,33.43,58.77,Kentsel,Gece,Haftasonu,11,Sonbahar
2015,126.72,4.63,1931.82,75.56,211.84,136.28,11.88,54.84,1613.54,34.89,44.3,Kentsel,Gunduz,Haftasonu,11,Sonbahar
2015,92.55,16.06,1920.77,92.93,301.64,208.69,7.07,74.04,1622.48,34.89,46.91,Kentsel,Gece,Haftasonu,11,Sonbahar
2015,86.4,24.66,1009.77,77.84,165.02,87.18,13.28,57.89,1625.17,43.07,30.59,Kentsel,Gunduz,Haftaici,11,Sonbahar
2015,123.31,3.62,2012.59,147.01,405.65,258.72,7.7,78.88,1637.69,28.12,53.03,Kentsel,Gece,Haftaici,11,Sonbahar
2015,100.94,18.99,1962.38,64.78,154.94,90.16,12.05,67.0,1650.68,33.02,33.04,Kentsel,Gunduz,Haftaici,11,Sonbahar
2015,45.39,15.96,592.64,63.58,99.51,35.94,10.58,72.65,1665.78,36.78,15.99,Kentsel,Gece,Haftaici,11,Sonbahar
2015,55.1,16.75,593.97,62.11,90.14,28.03,10.94,68.89,1681.92,36.78,18.87,Kentsel,Gunduz,Haftaici,11,Sonbahar
2015,40.55,21.33,591.01,55.31,74.68,19.37,7.93,60.06,1699.62,36.78,12.33,Kentsel,Gece,Haftaici,11,Sonbahar
2015,45.57,28.1,954.21,74.79,142.7,67.9,9.11,46.62,1718.99,38.19,10.8,Kentsel,Gunduz,Haftaici,11,Sonbahar
2015,22.76,11.22,348.06,39.04,53.07,14.03,7.02,53.95,1739.82,36.84,10.46,Kentsel,Gece,Haftaici,11,Sonbahar
2015,44.15,12.67,447.26,50.36,57.92,7.55,9.1,54.65,1761.97,38.95,15.03,Kentsel,Gunduz,Haftaici,11,Sonbahar
2015,54.95,4.4,864.32,72.95,120.99,48.04,5.66,71.7,1786.83,38.19,19.37,Kentsel,Gece,Haftaici,11,Sonbahar
2015,50.39,17.42,705.09,63.47,101.86,38.39,9.09,53.14,1814.52,34.42,15.56,Kentsel,Gunduz,Haftasonu,11,Sonbahar
2015,65.19,4.7,609.94,51.05,76.03,24.98,6.77,66.24,1837.12,36.78,15.77,Kentsel,Gece,Haftasonu,11,Sonbahar
2015,121.9,19.63,1982.74,129.74,325.26,195.52,13.58,43.5,1865.54,28.17,25.55,Kentsel,Gunduz,Haftasonu,11,Sonbahar
2015,143.21,27.99,2348.12,108.28,294.51,186.24,8.38,57.43,1897.18,28.69,40.87,Kentsel,Gece,Haftasonu,11,Sonbahar
2015,149.17,30.07,2682.58,150.94,391.92,240.98,14.99,38.13,1931.93,28.2,31.74,Kentsel,Gunduz,Haftaici,11,Sonbahar
2015,147.17,26.34,2368.04,112.33,296.58,184.25,8.16,56.7,1972.56,28.69,38.17,Kentsel,Gece,Haftaici,11,Sonbahar
2015,127.4,36.34,2526.95,147.33,412.23,264.9,13.9,37.17,2022.79,28.07,29.54,Kentsel,Gunduz,Haftaici,11,Sonbahar
2015,113.84,20.98,2090.61,109.37,280.6,171.23,8.19,45.87,2086.99,28.17,29.52,Kentsel,Gece,Haftaici,11,Sonbahar
2015,126.43,26.98,2088.03,117.67,285.39,167.73,13.8,27.62,2172.92,28.17,24.63,Kentsel,Gunduz,Haftaici,11,Sonbahar
2015,139.29,5.92,1958.62,94.35,246.36,152.01,7.25,51.45,2285.05,33.02,34.94,Kentsel,Gece,Haftaici,11,Sonbahar
2015,220.76,8.72,2184.31,137.12,382.07,244.95,11.87,36.25,24.0,35.88,43.99,Kentsel,Gunduz,Haftaici,11,Sonbahar
2015,313.07,9.28,1592.29,80.36,194.62,114.27,6.03,52.67,20.73,41.87,26.37,Kentsel,Gece,Haftaici,11,Sonbahar
2015,72.4,22.53,1376.34,90.27,182.83,92.56,11.34,34.4,18.02,40.14,15.81,Kentsel,Gunduz,Haftaici,11,Sonbahar
2015,56.77,6.5,1201.27,64.38,131.8,67.42,5.48,49.33,2480.49,35.36,23.26,Kentsel,Gece,Haftaici,11,Sonbahar
2015,38.01,8.13,800.82,63.11,101.22,38.11,10.41,30.96,2469.97,39.92,9.36,Kentsel,Gunduz,Haftasonu,11,Sonbahar
2015,25.71,5.32,426.3,23.68,30.46,6.78,5.74,63.22,2457.76,38.95,11.25,Kentsel,Gece,Haftasonu,11,Sonbahar
2015,56.06,3.6,776.21,60.0,90.77,30.78,9.57,54.89,2445.24,34.42,12.81,Kentsel,Gunduz,Haftasonu,10,Sonbahar
2015,28.21,4.56,418.13,32.32,39.51,7.2,9.07,55.75,2432.56,38.95,8.81,Kentsel,Gece,Haftasonu,10,Sonbahar
2015,57.59,2.77,815.22,58.56,99.51,40.95,10.23,55.45,2419.24,39.92,16.07,Kentsel,Gunduz,Haftaici,10,Sonbahar
2015,39.69,4.13,866.93,51.05,87.53,36.48,6.25,73.84,2406.71,33.52,15.53,Kentsel,Gece,Haftaici,10,Sonbahar
2015,30.99,4.91,717.78,52.22,72.13,19.9,8.48,63.05,2393.04,34.42,10.1,Kentsel,Gunduz,Haftaici,10,Sonbahar
2015,26.43,4.74,464.19,29.97,44.57,14.6,6.83,68.95,2379.55,38.95,8.99,Kentsel,Gece,Haftaici,10,Sonbahar
2015,18.52,5.69,510.45,39.74,49.29,9.55,8.94,59.1,2366.71,38.95,9.97,Kentsel,Gunduz,Haftaici,10,Sonbahar
2015,24.89,2.21,424.09,24.95,34.72,9.76,8.42,61.39,2353.98,38.95,8.7,Kentsel,Gece,Haftaici,10,Sonbahar
2015,31.24,4.86,622.01,49.63,66.45,16.82,11.08,49.32,2340.51,36.78,11.9,Kentsel,Gunduz,Haftaici,10,Sonbahar
2015,65.58,9.11,857.75,44.83,102.79,57.96,7.61,69.54,2329.09,39.92,20.12,Kentsel,Gece,Haftaici,10,Sonbahar
2015,35.8,15.91,731.67,58.33,98.75,40.42,11.4,52.32,2317.02,34.42,11.95,Kentsel,Gunduz,Haftaici,10,Sonbahar
2015,28.96,7.52,434.88,29.37,49.07,19.7,7.72,66.06,2306.25,38.95,8.76,Kentsel,Gece,Haftaici,10,Sonbahar
2015,20.02,7.26,492.61,36.35,45.57,9.22,11.16,60.2,2294.55,38.95,6.12,Kentsel,Gunduz,Haftasonu,10,Sonbahar
2015,14.07,5.45,379.02,24.2,31.94,7.74,11.07,69.92,2284.28,41.17,5.71,Kentsel,Gece,Haftasonu,10,Sonbahar
2015,39.38,2.16,722.74,64.62,114.26,49.64,15.29,71.64,2272.76,34.42,11.19,Kentsel,Gunduz,Haftasonu,10,Sonbahar
2015,21.99,13.05,300.2,31.7,49.93,18.23,14.5,79.07,2263.49,39.08,8.99,Kentsel,Gece,Haftasonu,10,Sonbahar
2015,46.25,12.33,335.38,35.5,54.8,19.3,16.93,72.2,2254.83,36.84,17.53,Kentsel,Gunduz,Haftaici,10,Sonbahar
2015,41.75,12.79,836.24,45.9,102.52,56.62,14.33,80.56,2246.6,39.92,11.32,Kentsel,Gece,Haftaici,10,Sonbahar
2015,51.31,11.41,733.98,61.94,119.38,57.44,16.93,69.6,2238.72,34.42,14.03,Kentsel,Gunduz,Haftaici,10,Sonbahar
2015,20.77,4.54,464.36,47.62,79.79,32.17,13.72,84.13,2232.1,38.95,10.51,Kentsel,Gece,Haftaici,10,Sonbahar
2015,85.42,2.68,790.91,72.28,130.64,58.35,18.28,59.66,2225.63,28.19,17.7,Kentsel,Gunduz,Haftaici,10,Sonbahar
2015,107.31,17.02,1194.39,72.48,190.63,118.14,12.94,65.04,2220.7,28.09,24.75,Kentsel,Gece,Haftaici,10,Sonbahar
2015,101.62,3.63,1095.92,89.29,203.94,114.65,19.48,39.28,2216.38,28.11,22.3,Kentsel,Gunduz,Haftaici,10,Sonbahar
2015,148.78,6.32,1675.46,96.85,288.3,191.44,13.05,69.21,2213.53,28.62,36.21,Kentsel,Gece,Haftaici,10,Sonbahar
2015,113.94,9.37,1331.51,106.16,228.59,122.43,19.47,46.05,2210.98,34.0,25.08,Kentsel,Gunduz,Haftaici,10,Sonbahar
2015,149.7,18.87,1942.08,99.63,307.16,207.54,14.33,60.43,2209.67,28.17,31.84,Kentsel,Gece,Haftaici,10,Sonbahar
2015,99.8,9.4,1387.92,92.13,206.37,114.24,20.64,39.86,2208.35,34.0,16.26,Kentsel,Gunduz,Haftasonu,10,Sonbahar
2015,119.17,5.34,1145.94,62.29,148.72,86.43,14.6,61.73,2208.95,28.08,23.5,Kentsel,Gece,Haftasonu,10,Sonbahar
2015,99.26,6.91,1420.47,95.05,230.23,135.19,19.15,45.27,2208.99,28.08,19.34,Kentsel,Gunduz,Haftasonu,10,Sonbahar
2015,45.2,5.77,598.28,49.51,70.5,20.99,12.94,64.64,2210.3,36.78,10.89,Kentsel,Gece,Haftasonu,10,Sonbahar
2015,81.4,26.55,711.27,67.67,105.8,38.13,18.27,46.41,2210.31,34.42,12.66,Kentsel,Gunduz,Haftaici,10,Sonbahar
2015,58.82,6.26,543.24,45.17,67.56,22.39,13.03,68.11,2215.15,35.64,14.28,Kentsel,Gece,Haftaici,10,Sonbahar
2015,80.36,14.48,987.76,83.19,163.36,80.18,18.22,47.29,2226.19,43.32,14.09,Kentsel,Gunduz,Haftaici,10,Sonbahar
2015,72.65,3.18,752.2,48.45,96.32,47.87,12.35,70.67,2239.89,34.42,20.65,Kentsel,Gece,Haftaici,10,Sonbahar
2015,56.69,8.37,719.31,63.54,123.95,60.41,16.85,50.34,2253.61,34.42,12.37,Kentsel,Gunduz,Haftaici,10,Sonbahar
2015,33.16,2.41,428.34,40.49,67.8,27.31,12.71,71.49,2269.18,38.95,8.89,Kentsel,Gece,Haftaici,10,Sonbahar
2015,51.84,9.6,363.34,42.39,59.71,17.32,17.78,58.03,2287.1,36.84,16.48,Kentsel,Gunduz,Haftaici,10,Sonbahar
2015,61.88,4.06,641.11,53.26,110.33,57.07,14.81,83.82,2309.21,36.78,19.54,Kentsel,Gece,Haftaici,10,Sonbahar
2015,80.62,4.54,595.35,55.26,102.64,47.38,19.11,60.09,2334.64,36.78,17.17,Kentsel,Gunduz,Haftaici,10,Sonbahar
2015,49.48,9.62,654.33,47.23,86.33,39.09,17.7,66.9,2368.7,36.78,14.04,Kentsel,Gece,Haftaici,10,Sonbahar
2015,58.44,17.67,798.73,70.99,118.83,47.84,19.74,56.46,2415.27,34.42,12.78,Kentsel,Gunduz,Haftasonu,10,Sonbahar
2015,42.42,26.39,491.77,47.56,60.8,13.24,13.07,58.69,2494.13,35.64,14.68,Kentsel,Gece,Haftasonu,10,Sonbahar
2015,18.18,50.88,1032.08,47.68,57.25,9.57,16.55,45.91,14.69,40.41,7.87,Kentsel,Gunduz,Haftasonu,10,Sonbahar
2015,51.68,35.01,962.45,109.64,197.43,87.84,11.25,65.65,19.6,39.12,12.51,Kentsel,Gece,Haftasonu,10,Sonbahar
2015,33.69,9.83,1392.25,46.79,60.52,12.86,15.76,53.99,22.5,37.5,36.58,Kentsel,Gunduz,Haftaici,10,Sonbahar
2015,64.8,13.49,1015.37,68.11,172.56,104.45,12.19,73.2,2445.67,28.08,19.19,Kentsel,Gece,Haftaici,10,Sonbahar
2015,38.08,12.36,673.15,70.41,105.12,34.71,16.09,55.72,2441.07,36.78,9.63,Kentsel,Gunduz,Haftaici,10,Sonbahar
2015,44.35,13.74,674.94,63.72,107.49,43.77,12.19,71.73,2439.98,36.78,11.11,Kentsel,Gece,Haftaici,10,Sonbahar
2015,26.54,9.81,401.29,57.56,74.46,16.9,14.7,65.68,2435.54,36.84,9.89,Kentsel,Gunduz,Haftaici,10,Sonbahar
2015,16.59,9.35,321.96,45.1,60.56,15.46,11.59,84.14,2431.65,39.08,6.02,Kentsel,Gece,Haftaici,10,Sonbahar
2015,52.24,3.45,506.52,79.75,103.48,23.73,13.49,75.13,2426.7,35.64,15.08,Kentsel,Gunduz,Haftaici,10,Sonbahar
2015,93.33,10.94,1054.61,92.52,179.3,86.78,15.61,54.41,2422.4,28.08,23.82,Kentsel,Gece,Haftaici,10,Sonbahar
2015,75.8,3.92,1273.07,102.16,225.9,123.74,21.84,36.91,2417.21,30.45,15.14,Kentsel,Gunduz,Haftaici,10,Sonbahar
2015,51.68,16.51,588.41,60.75,91.71,30.95,16.06,54.39,2417.16,36.78,16.19,Kentsel,Gece,Haftaici,10,Sonbahar
2015,48.22,13.72,564.42,64.85,87.09,22.24,21.6,37.81,2410.09,36.78,8.73,Kentsel,Gunduz,Haftasonu,10,Sonbahar
2015,55.94,16.34,606.62,55.88,83.77,27.89,15.45,59.45,2409.17,36.78,14.13,Kentsel,Gece,Haftasonu,10,Sonbahar
2015,49.88,14.47,683.42,71.35,123.06,51.71,20.86,38.62,2402.35,36.78,10.08,Kentsel,Gunduz,Haftasonu,10,Sonbahar
2015,29.79,11.83,476.79,42.6,68.74,26.14,15.32,65.11,2400.52,38.95,10.86,Kentsel,Gece,Haftasonu,10,Sonbahar
2015,30.62,7.88,390.64,48.0,58.59,10.59,20.32,44.19,2393.45,36.84,9.6,Kentsel,Gunduz,Haftaici,10,Sonbahar
2015,23.1,9.79,351.44,36.61,55.6,18.99,15.19,62.34,2391.99,36.84,7.73,Kentsel,Gece,Haftaici,10,Sonbahar
2015,17.9,4.28,297.95,33.86,39.29,5.43,18.44,51.94,2387.12,39.08,5.15,Kentsel,Gunduz,Haftaici,10,Sonbahar
2015,23.23,5.31,326.61,48.28,66.91,18.64,15.09,70.12,2385.99,39.08,8.38,Kentsel,Gece,Haftaici,10,Sonbahar
2015,26.94,10.79,333.71,44.96,56.08,11.11,16.11,69.32,2383.07,39.08,11.56,Kentsel,Gunduz,Haftaici,9,Sonbahar
2015,31.77,18.22,292.91,27.87,36.56,8.69,16.6,73.58,2378.35,39.08,10.21,Kentsel,Gece,Haftaici,9,Sonbahar
2015,50.01,20.18,324.31,55.69,67.16,11.46,22.51,41.8,2371.74,36.84,10.75,Kentsel,Gunduz,Haftaici,9,Sonbahar
2015,42.2,17.29,405.02,54.91,79.71,24.8,20.91,33.97,2370.84,36.84,9.6,Kentsel,Gece,Haftaici,9,Sonbahar
2015,40.3,9.15,476.14,67.23,87.15,19.93,26.29,16.74,2366.0,35.64,7.39,Kentsel,Gunduz,Haftaici,9,Sonbahar
2015,62.79,17.42,693.33,73.21,119.12,45.91,19.88,35.67,2368.82,34.42,18.22,Kentsel,Gece,Haftaici,9,Sonbahar
2015,42.78,5.23,761.98,68.24,120.6,52.37,26.07,24.65,2365.13,34.42,10.35,Kentsel,Gunduz,Haftasonu,9,Sonbahar
2015,64.9,22.41,727.41,65.19,101.12,35.93,19.59,43.07,2367.27,34.42,16.85,Kentsel,Gece,Haftasonu,9,Sonbahar
2015,47.12,5.58,657.25,62.03,99.81,37.79,25.41,28.64,2363.14,36.78,10.61,Kentsel,Gunduz,Haftasonu,9,Sonbahar
2015,40.81,23.74,588.86,57.31,81.12,23.82,19.18,51.64,2365.71,36.78,14.41,Kentsel,Gece,Haftasonu,9,Sonbahar
2015,26.54,2.28,416.96,55.72,76.05,20.33,24.83,33.14,2362.33,32.87,8.32,Kentsel,Gunduz,Haftaici,9,Sonbahar
2015,38.36,16.59,743.84,61.83,113.11,51.28,18.09,56.21,2366.22,34.42,12.05,Kentsel,Gece,Haftaici,9,Sonbahar
2015,19.9,6.55,494.23,62.65,101.11,38.46,23.67,37.78,2364.94,35.64,6.76,Kentsel,Gunduz,Haftaici,9,Sonbahar
2015,31.97,11.39,651.4,64.19,102.4,38.21,18.65,63.21,2371.63,36.78,12.1,Kentsel,Gece,Haftaici,9,Sonbahar
2015,50.99,6.51,285.67,37.94,43.78,5.84,22.35,48.31,2374.69,39.08,8.09,Kentsel,Gunduz,Haftaici,9,Sonbahar
2015,24.58,14.32,218.88,20.44,24.67,4.23,20.05,48.1,2379.95,32.83,9.34,Kentsel,Gece,Haftaici,9,Sonbahar
2015,60.44,9.05,323.23,44.26,53.16,8.9,23.95,36.27,2383.55,36.84,9.23,Kentsel,Gunduz,Haftaici,9,Sonbahar
2015,65.86,17.47,695.8,80.83,137.24,56.41,17.6,54.06,2393.0,34.42,19.77,Kentsel,Gece,Haftaici,9,Sonbahar
2015,63.64,17.47,491.67,76.7,109.2,32.5,22.97,37.21,2398.06,35.64,10.4,Kentsel,Gunduz,Haftaici,9,Sonbahar
2015,57.31,15.34,397.56,45.67,61.66,15.99,20.05,48.64,2408.42,36.84,13.57,Kentsel,Gece,Haftaici,9,Sonbahar
2015,58.98,6.08,297.55,35.06,41.19,6.13,26.93,23.93,2415.68,39.08,9.36,Kentsel,Gunduz,Haftasonu,9,Sonbahar
2015,79.76,19.6,895.2,79.44,137.18,57.74,20.48,40.43,2430.3,43.32,19.39,Kentsel,Gece,Haftasonu,9,Sonbahar
2015,61.21,9.05,872.1,79.19,132.92,53.73,26.41,26.08,2440.1,43.32,11.36,Kentsel,Gunduz,Haftasonu,9,Sonbahar
2015,33.8,19.57,316.29,27.25,35.04,7.8,18.64,53.33,2456.08,39.08,11.41,Kentsel,Gece,Haftasonu,9,Sonbahar
2015,38.37,6.27,496.48,63.76,82.8,19.04,26.24,19.37,2465.21,35.64,8.78,Kentsel,Gunduz,Haftaici,9,Sonbahar
2015,41.7,14.65,329.79,29.81,36.6,6.79,20.4,48.48,2481.67,39.08,12.66,Kentsel,Gece,Haftaici,9,Sonbahar
2015,65.61,8.12,604.71,68.51,98.38,29.87,26.9,30.19,2494.22,36.78,15.82,Kentsel,Gunduz,Haftaici,9,Sonbahar
2015,43.73,15.68,355.83,32.28,42.65,10.37,20.63,57.46,2516.15,36.84,14.59,Kentsel,Gece,Haftaici,9,Sonbahar
2015,61.03,9.05,457.58,56.81,79.4,22.59,27.08,30.73,2536.75,35.64,13.14,Kentsel,Gunduz,Haftaici,9,Sonbahar
2015,44.05,5.41,337.84,28.31,36.79,8.47,21.16,54.72,2571.72,39.08,14.16,Kentsel,Gece,Haftaici,9,Sonbahar
2015,85.81,3.59,361.81,42.68,49.31,6.63,26.99,32.02,2621.52,36.84,25.67,Kentsel,Gunduz,Haftaici,9,Sonbahar
2015,31.84,20.43,298.98,25.1,31.81,6.71,20.58,58.4,2711.19,39.08,11.06,Kentsel,Gece,Haftaici,9,Sonbahar
2015,104.59,23.23,922.81,82.41,137.95,55.54,22.9,51.66,2676.52,43.32,20.68,Kentsel,Gece,Haftaici,9,Sonbahar
2015,82.08,24.17,672.98,69.16,118.5,49.34,27.98,36.19,2668.58,36.78,12.17,Kentsel,Gunduz,Haftaici,9,Sonbahar
2015,34.92,12.75,268.3,20.4,26.1,5.7,19.31,63.24,2664.16,39.08,8.81,Kentsel,Gece,Haftaici,9,Sonbahar
2015,59.95,14.74,331.61,32.22,36.54,4.31,24.65,46.68,2656.03,39.08,8.28,Kentsel,Gunduz,Haftaici,9,Sonbahar
2015,34.53,14.6,264.66,19.5,24.73,5.24,19.77,57.24,2647.47,39.08,6.7,Kentsel,Gece,Haftaici,9,Sonbahar
2015,76.12,9.78,287.48,32.16,36.32,4.16,25.7,39.29,2637.09,39.08,9.36,Kentsel,Gunduz,Haftaici,9,Sonbahar
2015,88.35,10.12,448.63,59.19,79.46,20.27,21.69,52.99,2628.15,35.64,14.23,Kentsel,Gece,Haftaici,9,Sonbahar
2015,106.4,11.32,629.85,71.08,121.63,50.55,28.85,27.27,2620.28,36.78,15.54,Kentsel,Gunduz,Haftaici,9,Sonbahar
2015,109.51,37.14,1206.19,93.12,190.05,96.94,21.76,33.03,2613.89,28.09,19.49,Kentsel,Gece,Haftaici,9,Sonbahar
2015,50.05,4.37,690.01,76.2,131.0,54.8,28.43,15.56,2604.92,34.42,9.79,Kentsel,Gunduz,Haftasonu,9,Sonbahar
2015,105.66,18.42,1167.67,92.23,195.11,102.88,20.49,34.79,2600.38,28.09,19.14,Kentsel,Gece,Haftasonu,9,Sonbahar
2015,59.65,8.66,940.93,91.2,193.85,102.65,28.23,18.12,2592.9,38.19,10.69,Kentsel,Gunduz,Haftasonu,9,Sonbahar
2015,84.06,24.07,932.79,91.16,148.87,57.71,21.81,34.39,2583.06,43.32,13.18,Kentsel,Gece,Haftasonu,9,Sonbahar
2015,48.05,6.12,526.2,73.25,90.85,17.6,29.23,18.18,2573.58,35.64,8.07,Kentsel,Gunduz,Haftaici,9,Sonbahar
2015,66.34,27.11,644.3,82.02,112.02,30.0,22.3,33.87,2570.0,36.78,14.78,Kentsel,Gece,Haftaici,9,Sonbahar
2015,52.73,4.4,641.33,88.59,130.95,42.36,29.45,16.34,2566.42,36.78,7.43,Kentsel,Gunduz,Haftaici,9,Sonbahar
2015,86.93,24.17,971.84,86.89,167.75,80.86,20.55,34.72,2571.7,43.32,13.89,Kentsel,Gece,Haftaici,9,Sonbahar
2015,51.48,30.21,856.59,88.66,170.32,81.65,27.99,19.18,2545.08,38.19,6.34,Kentsel,Gunduz,Haftaici,9,Sonbahar
2015,43.5,5.23,385.49,46.62,61.61,14.99,19.82,34.92,2539.88,36.84,6.62,Kentsel,Gece,Haftaici,9,Sonbahar
2015,27.61,7.1,520.57,61.4,91.21,29.81,26.01,20.42,2532.0,35.64,10.83,Kentsel,Gunduz,Haftaici,9,Sonbahar
2015,35.96,5.68,303.39,24.4,29.5,5.1,18.63,36.58,2403.82,39.08,8.57,Kentsel,Gece,Haftaici,9,Sonbahar
2015,41.54,5.36,397.91,43.81,50.02,6.21,25.95,27.13,2396.69,36.84,7.6,Kentsel,Gunduz,Haftaici,8,Yaz
2015,32.96,5.51,327.36,27.28,32.15,4.87,18.75,43.57,2396.08,39.08,9.98,Kentsel,Gece,Haftaici,8,Yaz
2015,33.82,6.28,292.02,23.21,26.3,3.1,25.24,26.49,2389.67,39.08,6.42,Kentsel,Gunduz,Haftasonu,8,Yaz
2015,43.97,3.77,336.98,27.83,31.28,3.45,18.71,43.27,2391.72,39.08,11.89,Kentsel,Gece,Haftasonu,8,Yaz
2015,41.61,2.49,297.54,20.16,23.21,3.05,24.01,29.11,2389.76,39.08,5.86,Kentsel,Gunduz,Haftasonu,8,Yaz
2015,31.24,5.19,308.02,24.43,28.28,3.84,17.98,41.31,2390.3,39.08,8.97,Kentsel,Gece,Haftasonu,8,Yaz
2015,31.4,4.83,336.38,34.97,40.49,5.51,24.02,30.78,2384.96,39.08,9.19,Kentsel,Gunduz,Haftaici,8,Yaz
2015,33.6,4.45,281.66,23.89,29.85,5.97,17.18,48.76,2381.84,39.08,13.14,Kentsel,Gece,Haftaici,8,Yaz
2015,38.9,6.27,313.68,29.85,34.56,4.71,23.66,37.08,2374.49,39.08,7.16,Kentsel,Gunduz,Haftaici,8,Yaz
2015,38.25,5.18,291.21,25.32,30.9,5.58,17.54,55.69,2375.79,39.08,7.81,Kentsel,Gece,Haftaici,8,Yaz
2015,50.44,7.75,289.35,29.68,33.93,4.24,22.09,36.58,2366.83,39.08,6.98,Kentsel,Gunduz,Haftaici,8,Yaz
2015,32.67,7.27,283.61,25.54,30.91,5.37,16.1,46.73,2369.67,39.08,2.69,Kentsel,Gece,Haftaici,8,Yaz
2015,41.48,5.36,261.0,21.31,25.33,4.01,21.79,36.12,2368.66,39.08,20.9,Kentsel,Gunduz,Haftaici,8,Yaz
2015,15.89,4.42,232.69,14.71,18.86,4.15,17.38,52.37,2371.07,32.83,3.73,Kentsel,Gece,Haftaici,8,Yaz
2015,17.35,2.93,290.17,23.44,27.23,3.78,22.7,41.03,2369.21,39.08,6.6,Kentsel,Gunduz,Haftaici,8,Yaz
2015,24.81,4.28,276.9,25.96,36.47,10.51,18.58,57.05,2371.37,39.08,7.78,Kentsel,Gece,Haftaici,8,Yaz
2015,28.46,3.7,247.05,18.68,21.86,3.18,24.6,47.17,2370.47,32.83,17.47,Kentsel,Gunduz,Haftasonu,8,Yaz
2015,27.58,5.23,363.55,37.4,50.79,13.39,20.86,69.09,2373.27,36.84,10.4,Kentsel,Gece,Haftasonu,8,Yaz
2015,20.47,4.89,369.09,35.19,41.18,5.99,27.42,43.38,2371.87,41.17,6.02,Kentsel,Gunduz,Haftasonu,8,Yaz
2015,30.75,4.14,417.89,26.02,39.39,13.37,21.26,68.38,2373.16,38.95,16.12,Kentsel,Gece,Haftasonu,8,Yaz
2015,32.65,4.61,684.89,65.03,93.76,28.73,23.98,62.35,2372.34,34.42,14.85,Kentsel,Gunduz,Haftaici,8,Yaz
2015,23.16,4.2,324.71,24.09,30.61,6.52,22.39,64.85,2374.51,39.08,6.89,Kentsel,Gece,Haftaici,8,Yaz
2015,47.51,6.12,331.29,35.95,39.32,3.37,29.26,34.42,2382.89,39.08,11.3,Kentsel,Gunduz,Haftaici,8,Yaz
2015,27.12,4.79,313.37,18.53,22.88,4.35,23.04,59.17,2391.96,39.08,6.89,Kentsel,Gece,Haftaici,8,Yaz
2015,57.69,8.6,394.2,29.02,35.23,6.2,28.95,37.32,2422.19,41.17,26.12,Kentsel,Gunduz,Haftaici,8,Yaz
2015,58.56,3.4,467.53,76.17,94.13,17.95,23.99,47.66,2456.87,38.95,16.65,Kentsel,Gece,Haftaici,8,Yaz
2015,56.64,4.65,397.03,81.34,87.31,5.96,29.28,30.65,2519.81,36.84,14.52,Kentsel,Gunduz,Haftaici,8,Yaz
2015,60.22,3.34,675.44,30.92,52.16,21.24,22.13,61.23,2445.8,36.78,14.14,Kentsel,Gece,Haftaici,8,Yaz
2015,30.98,18.49,573.1,50.02,71.13,21.11,26.25,45.4,2444.1,33.52,10.43,Kentsel,Gunduz,Haftasonu,8,Yaz
2015,45.16,4.07,455.01,30.92,52.16,21.24,21.67,58.32,2429.36,38.95,12.26,Kentsel,Gece,Haftasonu,8,Yaz
2015,43.49,5.23,287.6,52.12,75.63,23.49,27.83,37.49,2427.34,39.08,9.65,Kentsel,Gunduz,Haftasonu,8,Yaz
