Tarih;PM10;SO2;CO;NO2;NOX;NO;HavaSicakligi;BagilNem;PM25;IstasyonTipi;Gece/Gunduz;Haftasonu/Haftaici
16.01.2017 12:00;77,13;16,06;1934,46;117,43;160,75;43,32;13,58;57,98;60,15;Trafik;Gunduz;Haftaici
16.01.2017 00:00;77,69;12,64;1462;85,98;115,5;29,53;11,29;63,41;60,11;Trafik;Gece;Haftaici
15.01.2017 12:00;100,39;17,03;2649,24;114,28;151,71;37,42;11,74;59,03;79,74;Trafik;Gunduz;Haftasonu 
15.01.2017 00:00;71,2;14,61;1218,48;83,02;105,49;22,47;10,4;53,69;47,26;Trafik;Gece;Haftasonu 
14.01.2017 12:00;73,72;11,76;1388,35;96,04;127,89;31,85;10,26;52,22;48,16;Trafik;Gunduz;Haftasonu 
14.01.2017 00:00;60,5;11,98;1121,05;86,59;121,36;34,77;7,79;56,49;39,65;Trafik;Gece;Haftasonu 
13.01.2017 12:00;42,85;15,99;807,47;80,45;102,28;23,61;10,1;51,55;22,94;Trafik;Gunduz;Haftaici
13.01.2017 00:00;24,89;21,17;659,19;71,16;106,09;34,94;9,86;54,96;14,89;Trafik;Gece;Haftaici
12.01.2017 12:00;23,92;12,96;672,05;73,76;91,47;17,72;11,52;57,17;14,41;Trafik;Gunduz;Haftaici
12.01.2017 00:00;60,33;11,46;1858,26;118,3;199,9;81,6;10,48;55,23;47,69;Trafik;Gece;Haftaici
11.01.2017 00:00;19,7;10,38;1050,21;70,19;104,51;34,32;12,22;56,91;5,36;Trafik;Gece;Haftaici
10.01.2017 00:00;67,29;14,32;1151,13;74,56;105,88;31,32;6,42;57,91;51,95;Trafik;Gece;Haftaici
9.01.2017 12:00;52,99;21,3;1208,97;86,84;129,11;42,27;7,69;56,92;30,77;Trafik;Gunduz;Haftaici
9.01.2017 00:00;23,39;9,76;604,76;56,87;84,21;27,33;7,71;59,6;8,7;Trafik;Gece;Haftaici
8.01.2017 12:00;20,83;8,86;585,67;54,39;69,87;15,48;8,73;59,77;11,75;Trafik;Gunduz;Haftasonu 
8.01.2017 00:00;16,84;8,35;285,97;26,46;29,46;3;9,43;56,98;4,32;Trafik;Gece;Haftasonu 
7.01.2017 12:00;16,55;7,37;617,17;56,65;67,91;11,25;11,63;60,35;6,06;Trafik;Gunduz;Haftasonu 
7.01.2017 00:00;10,29;11,49;73,4;19,52;21,35;1,82;14,31;47,26;3,24;Trafik;Gece;Haftasonu 
6.01.2017 12:00;16,68;12,75;274,14;55,44;65,39;9,95;15,08;49,49;6,57;Trafik;Gunduz;Haftaici
6.01.2017 00:00;15,63;16,24;585,86;36,89;43,58;6,69;14,77;51,24;4,58;Trafik;Gece;Haftaici
5.01.2017 12:00;58,39;15,58;1957,17;87,59;119,89;32,3;13,56;58,9;32,23;Trafik;Gunduz;Haftaici
5.01.2017 00:00;51,24;10,73;1561,38;89,79;120,8;31,01;9,17;60,03;35,51;Trafik;Gece;Haftaici
4.01.2017 12:00;59,31;11,36;1287,83;94,44;126,65;32,21;8,73;55,54;41,32;Trafik;Gunduz;Haftaici
4.01.2017 00:00;50,42;7,08;793,29;71,59;83,44;11,85;7,09;61,2;25;Trafik;Gece;Haftaici
3.01.2017 12:00;66,67;7,81;1118,64;96,95;134,46;37,51;7,13;60,33;41,11;Trafik;Gunduz;Haftaici
3.01.2017 00:00;95,94;9,65;1487,8;110,25;180,02;69,76;5,75;63,7;54,17;Trafik;Gece;Haftaici
2.01.2017 12:00;78,26;12,39;1440,83;95,19;139,57;44,38;7,27;58,27;52,07;Trafik;Gunduz;Haftaici
2.01.2017 00:00;38,3;7,91;503,69;59,57;67,85;8,28;6,53;60,87;20,28;Trafik;Gece;Haftaici
31.12.2016 12:00;31,37;42,06;769,14;71,82;97,18;25,36;10,03;62,83;18,21;Trafik;Gunduz;Haftasonu 
31.12.2016 00:00;31,77;9,41;765,01;60,82;79,61;18,8;9,92;65,2;18,19;Trafik;Gece;Haftasonu 
30.12.2016 12:00;42,11;9,7;1092,5;87,11;122,37;35,26;10,63;65,96;25,41;Trafik;Gunduz;Haftaici
29.12.2016 12:00;23,2;9,9;1078,87;66,84;82,49;15,64;12,04;62,2;12,51;Trafik;Gunduz;Haftaici
29.12.2016 00:00;10,56;7,71;665,98;40,47;50,12;9,65;11,74;65,62;5,47;Trafik;Gece;Haftaici
28.12.2016 12:00;42,38;14,28;701,47;64,12;77,95;13,84;11,13;56,42;17,95;Trafik;Gunduz;Haftaici
28.12.2016 00:00;24,78;13,7;661,06;55,39;71,34;15,95;10,5;58,84;11,3;Trafik;Gece;Haftaici
27.12.2016 12:00;40,55;21,57;1049,91;57,13;69,89;12,76;12,49;52,83;17,89;Trafik;Gunduz;Haftaici
27.12.2016 00:00;17,47;11,37;512,62;29,29;35,06;5,77;11,44;56,93;8,13;Trafik;Gece;Haftaici
26.12.2016 12:00;39,7;10,92;852,82;42,91;50,3;7,39;11,07;62,49;21,52;Trafik;Gunduz;Haftaici
26.12.2016 00:00;28,71;12,51;681,57;53,85;73;19,15;11,14;62,4;17,01;Trafik;Gece;Haftaici
25.12.2016 12:00;41,38;30,47;573,38;67,73;84,14;16,41;12,23;55,66;16,59;Trafik;Gunduz;Haftasonu 
22.12.2016 00:00;19,24;12,72;754,36;29,11;33,12;4,02;9,86;53,2;7,11;Trafik;Gece;Haftaici
21.12.2016 12:00;57,03;14,33;1056,75;46,13;54,8;8,67;9,95;54;31,53;Trafik;Gunduz;Haftaici
21.12.2016 00:00;62,25;10,11;1536,7;72,59;109,29;36,7;8,18;63,67;30,12;Trafik;Gece;Haftaici
20.12.2016 12:00;65,51;13,84;1276,43;85,28;132,22;46,94;8,78;54,73;25,55;Trafik;Gunduz;Haftaici
20.12.2016 00:00;79,15;8,99;1861,46;87,45;170,36;82,91;6,46;57,63;33,4;Trafik;Gece;Haftaici
19.12.2016 12:00;80,9;14,73;2047,65;106,33;195,23;88,9;9,55;50,86;33,27;Trafik;Gunduz;Haftaici
19.12.2016 00:00;53,4;10,06;1315,87;67,38;112,15;44,77;6,56;57,92;17,34;Trafik;Gece;Haftaici
18.12.2016 12:00;46,31;14,21;1006,52;57,14;73,52;16,38;9,56;47,32;17,44;Trafik;Gunduz;Haftasonu 
18.12.2016 00:00;49,71;9,12;1314,67;62,14;94,79;32,65;7,49;55,87;15,89;Trafik;Gece;Haftasonu 
17.12.2016 12:00;51,84;13,32;1353,52;54,38;71,08;16,7;10,35;48,32;17,78;Trafik;Gunduz;Haftasonu 
17.12.2016 00:00;49,13;42,91;1691,95;72,06;115,89;43,83;9,61;60,03;23,35;Trafik;Gece;Haftasonu 
16.12.2016 12:00;47,01;62,82;1523,4;75,72;115,66;39,94;9,57;58,46;21,57;Trafik;Gunduz;Haftaici
16.12.2016 00:00;23,38;16,88;1050,62;50,6;66,18;15,58;8,74;62,29;9,26;Trafik;Gece;Haftaici
15.12.2016 12:00;38,51;13,17;1159,53;64,44;85,66;21,22;9,95;46,99;15,51;Trafik;Gunduz;Haftaici
13.12.2016 12:00;22,66;16,27;1371,03;47,72;58,26;10,54;12,17;56,16;7,75;Trafik;Gunduz;Haftaici
12.12.2016 12:00;165,71;25,88;2875,09;282,89;456,03;173,15;15,22;48,17;57,49;Trafik;Gunduz;Haftaici
12.12.2016 00:00;83,26;13,41;789,18;124,61;218,05;93,44;11,08;56,39;29,4;Trafik;Gece;Haftaici
11.12.2016 12:00;108,59;24,03;3909,69;176,01;313,78;137,77;14,53;45,94;39,09;Trafik;Gunduz;Haftasonu 
10.12.2016 12:00;95,91;36,89;4736,94;156,71;255,04;98,33;13,82;40,83;36,54;Trafik;Gunduz;Haftasonu 
10.12.2016 00:00;139,28;15,74;7170,29;185,78;370,37;184,6;10,18;54,14;52,4;Trafik;Gece;Haftasonu 
2.12.2016 00:00;20,78;7,51;2133,91;42,63;55,86;13,23;10,58;47,9;12,83;Trafik;Gece;Haftaici
1.12.2016 12:00;33,75;6,27;155,2;36,36;42,41;6,05;11,74;53,69;19,53;Trafik;Gunduz;Haftaici
1.12.2016 00:00;18,22;6,24;11,87;22,72;26,21;3,49;11,59;53,7;12,58;Trafik;Gece;Haftaici
30.11.2016 12:00;24,92;6,51;87,25;33,72;39,81;6,09;12,51;55,88;14,33;Trafik;Gunduz;Haftaici
30.11.2016 00:00;45,04;9,1;1084,82;36,06;41,46;5,4;13,37;66,19;20,7;Trafik;Gece;Haftaici
29.11.2016 12:00;83,51;10,48;3087,83;82,05;103,48;21,42;15,81;56,36;40,37;Trafik;Gunduz;Haftaici
29.11.2016 00:00;51,66;7,25;592,99;51,83;57,42;5,6;16,47;48,03;24,55;Trafik;Gece;Haftaici
28.11.2016 12:00;146,76;14,29;869,69;102,72;114,97;12,26;18,45;39,48;80,59;Trafik;Gunduz;Haftaici
28.11.2016 00:00;167,46;18,02;1612,58;131,81;177,47;45,66;13,06;39,99;101,04;Trafik;Gece;Haftaici
27.11.2016 12:00;151,16;24;2139,66;187,02;238,07;51,05;16,54;31,81;92,97;Trafik;Gunduz;Haftasonu 
27.11.2016 00:00;149,45;16,31;1234,31;97,18;136,97;39,79;11,47;42,82;94,07;Trafik;Gece;Haftasonu 
26.11.2016 12:00;232,01;25,41;2329,02;212,29;290,04;77,75;15,22;34,12;148,19;Trafik;Gunduz;Haftasonu 
26.11.2016 00:00;210,98;28,01;1914,09;145,93;229,51;83,58;10,87;40,6;119,9;Trafik;Gece;Haftasonu 
25.11.2016 12:00;255,97;33,51;2948,17;273,82;386,65;112,83;15,64;30,23;153,06;Trafik;Gunduz;Haftaici
25.11.2016 00:00;162;18,77;1391,07;113,01;179,22;66,21;10,66;34,89;82,17;Trafik;Gece;Haftaici
24.11.2016 12:00;205,6;27,07;2329,37;199,24;276,91;77,66;15,76;28,08;118,57;Trafik;Gunduz;Haftaici
24.11.2016 00:00;126,64;15,3;1179,53;100,36;165,2;64,84;10,66;32,73;67,68;Trafik;Gece;Haftaici
23.11.2016 12:00;182,15;20,12;1876,88;141,57;238,76;97,19;16,15;28,02;94,85;Trafik;Gunduz;Haftaici
23.11.2016 00:00;127,54;14,24;1131,96;104,42;168,26;63,84;11,69;41,9;57,02;Trafik;Gece;Haftaici
22.11.2016 12:00;125,09;19,79;1390,07;113,22;174,05;60,83;16,55;32,21;55,43;Trafik;Gunduz;Haftaici
22.11.2016 00:00;120,66;14,89;842,64;93,93;153,01;59,08;12,04;40,09;51,47;Trafik;Gece;Haftaici
21.11.2016 12:00;196,97;24,99;2685,96;185,17;366,23;181,06;16,95;31,52;85,75;Trafik;Gunduz;Haftaici
21.11.2016 00:00;120,95;14,17;1745,72;98,7;160,14;61,45;12,13;38,97;48,07;Trafik;Gece;Haftaici
20.11.2016 12:00;196,2;22,22;2824,24;219,56;341,35;121,79;16,72;32,79;85,54;Trafik;Gunduz;Haftasonu 
20.11.2016 00:00;112,54;12,42;1651,06;116,25;196,48;80,23;12,04;42,89;48,83;Trafik;Gece;Haftasonu 
19.11.2016 12:00;122,99;17,39;1989,94;108,32;163,85;55,53;16,06;33,69;60,2;Trafik;Gunduz;Haftasonu 
19.11.2016 00:00;122,97;10,37;1923,7;95,41;160,55;65,14;11,01;51,62;53,07;Trafik;Gece;Haftasonu 
18.11.2016 12:00;131,75;16,04;2115,11;119,22;194,96;75,75;14,25;39,31;58,75;Trafik;Gunduz;Haftaici
18.11.2016 00:00;97,17;9,87;1776,85;88,25;145,53;57,28;10,09;52,76;44,02;Trafik;Gece;Haftaici
17.11.2016 12:00;78,03;10,25;737,43;83,52;128,33;44,82;12,66;44,02;32,37;Trafik;Gunduz;Haftaici
17.11.2016 00:00;64,11;7,79;1224,41;84,45;132,65;48,2;10,78;53,46;26,78;Trafik;Gece;Haftaici
16.11.2016 12:00;43,77;6,62;2025,71;52,78;63,78;11;12,8;46,85;21,22;Trafik;Gunduz;Haftaici
16.11.2016 00:00;21,28;6,71;615,7;29,93;33,65;3,72;12,77;53,96;8,67;Trafik;Gece;Haftaici
15.11.2016 12:00;35,9;8,95;1545,63;37,7;44,3;6,61;15,14;47,5;18,14;Trafik;Gunduz;Haftaici
15.11.2016 00:00;59,86;10,74;1745,08;60,66;78,68;18,02;15,04;53,14;28,58;Trafik;Gece;Haftaici
14.11.2016 12:00;60,07;18,95;2390,76;87,83;124,35;36,52;17,49;48,2;33,66;Trafik;Gunduz;Haftaici
14.11.2016 00:00;51,21;14,19;1823,23;80,3;106,86;26,55;16,55;57,24;18,5;Trafik;Gece;Haftaici
13.11.2016 12:00;41,65;9,75;1038,96;59,22;68,57;9,35;18,59;50,23;14,19;Trafik;Gunduz;Haftasonu 
13.11.2016 00:00;105,13;9,18;1808,11;104,42;158,6;54,18;16,35;47,26;54,24;Trafik;Gece;Haftasonu 
12.11.2016 12:00;97,75;11,19;1762,99;121,06;175,96;54,91;19,36;41,22;52,09;Trafik;Gunduz;Haftasonu 
12.11.2016 00:00;106,08;8,52;3120,02;108,25;158,75;50,5;15,3;53,49;55,46;Trafik;Gece;Haftasonu 
11.11.2016 12:00;75,33;9,55;1131,1;134,17;195,64;61,47;19,06;41,65;37,96;Trafik;Gunduz;Haftaici
11.11.2016 00:00;62,92;9,09;1593,53;121,09;170,78;49,69;16,56;49,39;28,86;Trafik;Gece;Haftaici
10.11.2016 12:00;38,97;8,02;1667,44;83,1;97,87;14,76;19,81;40,4;11,42;Trafik;Gunduz;Haftaici
9.11.2016 12:00;171,92;11,01;1633,38;120,13;176,89;56,76;22,22;36,57;76,98;Trafik;Gunduz;Haftaici
9.11.2016 00:00;171,16;13,08;2152,55;193,08;301,52;108,44;17,48;50,79;85,72;Trafik;Gece;Haftaici
8.11.2016 12:00;180,27;15,28;3314,67;265,33;382,9;117,57;20,36;42,42;89,86;Trafik;Gunduz;Haftaici
8.11.2016 00:00;145,6;13,46;1881,99;172,05;262,26;90,21;16,87;45,32;77,08;Trafik;Gece;Haftaici
7.11.2016 12:00;136,95;14,02;2693,63;213,85;348,49;134,64;19,74;34,03;65,29;Trafik;Gunduz;Haftaici
4.11.2016 00:00;134,98;12,95;2290,56;150,83;229,99;79,16;13,99;41,22;65,93;Trafik;Gece;Haftaici
3.11.2016 12:00;157,05;17;5056,82;215,24;332,57;117,32;17,06;32,6;87,4;Trafik;Gunduz;Haftaici
3.11.2016 00:00;109,7;9,82;1540,61;120,91;176,5;55,59;12,41;46,58;57,11;Trafik;Gece;Haftaici
2.11.2016 12:00;90,3;15,17;2300,31;157,94;236,05;78,12;14,48;41,26;50,51;Trafik;Gunduz;Haftaici
2.11.2016 00:00;72,16;9,09;3930,01;124,95;186,45;61,5;11,16;55,15;38,79;Trafik;Gece;Haftaici
1.11.2016 12:00;32,9;11,36;2022,36;83;102,81;19,81;13,25;48,55;17,66;Trafik;Gunduz;Haftaici
1.11.2016 00:00;50,88;8,58;1980,55;109,04;149,7;40,66;11,96;50,78;34,67;Trafik;Gece;Haftaici
31.10.2016 12:00;35,16;11,86;966,11;74,23;82,66;8,43;14,54;44,16;15,83;Trafik;Gunduz;Haftaici
31.10.2016 00:00;42,97;23,7;1157,27;73,4;90,02;16,62;14,32;55,45;25,57;Trafik;Gece;Haftaici
30.10.2016 12:00;46,21;24,26;1845,47;66,11;73,06;6,94;16,83;45,45;19,92;Trafik;Gunduz;Haftasonu 
30.10.2016 00:00;38,21;15,38;1502,42;54,59;59,26;4,67;17,32;54,94;23,77;Trafik;Gece;Haftasonu 
29.10.2016 12:00;58,96;11,27;1626,82;94,13;113,41;19,29;18,5;55,09;35,2;Trafik;Gunduz;Haftasonu 
29.10.2016 00:00;40,9;6,48;1304,62;58,05;70,19;12,13;16,97;59,6;20,89;Trafik;Gece;Haftasonu 
28.10.2016 12:00;54,4;9,17;1235,12;77,82;93,58;15,76;19,3;43,16;31,61;Trafik;Gunduz;Haftaici
28.10.2016 00:00;46,57;6,75;1817,65;57,68;63,32;5,64;17,14;51,93;26,13;Trafik;Gece;Haftaici
27.10.2016 12:00;69,47;8,09;2276,79;126,37;149,52;23,15;18,78;42,04;37,12;Trafik;Gunduz;Haftaici
27.10.2016 00:00;122,49;11,44;1579,77;124,03;179,12;55,1;15,6;45,22;56,68;Trafik;Gece;Haftaici
26.10.2016 12:00;115,08;11,87;2502,57;183,67;301,65;117,98;17,9;38,56;69,77;Trafik;Gunduz;Haftaici
26.10.2016 00:00;67,13;6,46;2258,45;102,44;153,07;50,63;14,32;52,54;38,18;Trafik;Gece;Haftaici
25.10.2016 00:00;59,63;8,34;2900,7;94,68;136,28;41,6;16,16;53,85;29,22;Trafik;Gece;Haftaici
14.10.2016 12:00;29,77;5,53;1554,73;51,9;64,3;12,4;19,77;37,7;13,07;Trafik;Gunduz;Haftaici
14.10.2016 00:00;31,99;8,04;1825,11;59,82;74,64;14,83;18,33;54,36;13,31;Trafik;Gece;Haftaici
13.10.2016 12:00;38,3;7,43;1583,51;69,23;94,12;24,89;21,72;47,64;15,18;Trafik;Gunduz;Haftaici
13.10.2016 00:00;82,68;4,32;1471,28;52,73;118,03;65,3;20,73;53,55;39,56;Trafik;Gece;Haftaici
12.10.2016 12:00;125,98;5,81;2288,71;59,47;103,32;43,85;24,17;38,05;50,84;Trafik;Gunduz;Haftaici
11.10.2016 12:00;60,3;9,18;1905,17;82,48;197,46;114,98;22,85;39,1;32,31;Trafik;Gunduz;Haftaici
11.10.2016 00:00;86,56;5,85;1821,71;77;186,43;109,43;18,93;52,76;40,69;Trafik;Gece;Haftaici
10.10.2016 00:00;75,21;6,06;1949,94;65,83;149,36;83,53;17,82;56,64;35,39;Trafik;Gece;Haftaici
9.10.2016 12:00;63,71;6,94;1886,83;82,54;197,47;114,92;21,2;46,89;28,23;Trafik;Gunduz;Haftasonu 
8.10.2016 12:00;64,83;5,04;1159,11;78,17;110,91;32,74;22,24;46,85;23,61;Trafik;Gunduz;Haftasonu 
8.10.2016 00:00;111,85;5,82;2031,58;77,98;151,13;73,15;20,14;46,49;41,37;Trafik;Gece;Haftasonu 
7.10.2016 12:00;90,28;9,38;1332,6;92,44;195,42;102,97;23,34;39,19;32,72;Trafik;Gunduz;Haftaici
7.10.2016 00:00;74,22;3,04;1738,46;61,38;97,01;35,63;20,77;51,98;29,11;Trafik;Gece;Haftaici
6.10.2016 12:00;70,01;4,84;1191,14;66,44;89,02;22,58;23,68;41,31;29,6;Trafik;Gunduz;Haftaici
6.10.2016 00:00;92,44;7,39;1786,41;72,97;150,86;77,89;20,04;53,5;48,47;Trafik;Gece;Haftaici
5.10.2016 12:00;99,81;20,65;1095,87;97,28;146,28;49;24,07;35,25;38,36;Trafik;Gunduz;Haftaici
5.10.2016 00:00;142,31;8,65;1610,83;92,96;212,92;119,96;20,17;36,83;46,98;Trafik;Gece;Haftaici
3.10.2016 12:00;115,52;10,2;1760,52;115,82;256,06;140,24;24,57;31,69;34,67;Trafik;Gunduz;Haftaici
3.10.2016 00:00;119,46;5,57;1450,29;82,9;149,68;66,78;19,59;43,53;32,39;Trafik;Gece;Haftaici
2.10.2016 12:00;96,06;9,21;1985,24;93,19;217,01;123,82;23,84;32,8;32,66;Trafik;Gunduz;Haftasonu 
2.10.2016 00:00;101,79;5,2;1685,01;69,38;124,93;55,55;18,57;45,66;33,56;Trafik;Gece;Haftasonu 
1.10.2016 12:00;87,98;6,64;2036,89;92,56;207,17;114,61;22,88;35,76;32,5;Trafik;Gunduz;Haftasonu 
1.10.2016 00:00;56,81;5,97;1217,25;58,23;107,87;49,65;18,82;48,79;20,15;Trafik;Gece;Haftasonu 
30.09.2016 12:00;26,1;6,64;1592,45;47,07;69,39;22,31;22,45;34,94;12,31;Trafik;Gunduz;Haftaici
30.09.2016 00:00;111,18;7,27;1992,22;65,84;180,53;114,69;17,78;51,31;39,35;Trafik;Gece;Haftaici
29.09.2016 12:00;57,71;9,63;1492,95;82,54;202,62;120,09;21,24;39,63;24,77;Trafik;Gunduz;Haftaici
29.09.2016 00:00;58,73;5,73;1362,77;60,15;121,15;61;17,23;53,69;22,64;Trafik;Gece;Haftaici
28.09.2016 12:00;21,96;4,92;1816,87;46,05;58,03;11,98;20,8;40,78;8,12;Trafik;Gunduz;Haftaici
28.09.2016 00:00;55,9;3,81;1589,84;64;96,79;32,78;18,6;54,54;26,76;Trafik;Gece;Haftaici
27.08.2016 12:00;30,36;8,67;277,25;51,88;65,31;13,44;24,56;51,6;15,56;Trafik;Gunduz;Haftasonu 
27.08.2016 00:00;27,14;4,68;481,97;30,23;38,1;7,87;22,03;59,87;11,88;Trafik;Gece;Haftasonu 
26.08.2016 12:00;40,47;5,83;1175,71;43,78;52,35;8,58;26,42;41,05;21,18;Trafik;Gunduz;Haftaici
26.08.2016 00:00;41,07;8,95;1956,28;34,81;46,12;11,3;22,98;49,72;14,7;Trafik;Gece;Haftaici
25.08.2016 12:00;43,55;9,26;131,16;34,38;40,67;6,29;26,64;39,87;22,78;Trafik;Gunduz;Haftaici
25.08.2016 00:00;48,38;6,16;397,33;28,36;33,84;5,48;24,1;52,69;25,39;Trafik;Gece;Haftaici
24.08.2016 12:00;77,99;8,09;2108,42;62,83;90,43;27,6;26,81;43,27;26,71;Trafik;Gunduz;Haftaici
24.08.2016 00:00;64,31;12,78;1431,03;58,17;69,43;11,26;25,19;44,72;28,7;Trafik;Gece;Haftaici
23.08.2016 00:00;72,15;10,77;440,8;76,81;110,01;33,2;24,46;40,25;25,98;Trafik;Gece;Haftaici
22.08.2016 12:00;46,18;11,81;1124,95;57,68;71,86;14,18;28,58;28,9;25,18;Trafik;Gunduz;Haftaici
22.08.2016 00:00;50,79;13,6;265,39;66,17;85,25;19,08;24,85;39,58;22,76;Trafik;Gece;Haftaici
21.08.2016 12:00;50,95;9,2;154,77;53,82;60,83;7,01;28,79;33,52;20,07;Trafik;Gunduz;Haftasonu 
21.08.2016 00:00;47,11;9,11;448,8;38,83;56,85;18,03;25,37;41,27;19,51;Trafik;Gece;Haftasonu 
20.08.2016 12:00;38,23;9,08;782,5;48,66;63,99;15,33;29,57;28,47;15,98;Trafik;Gunduz;Haftasonu 
20.08.2016 00:00;40,45;9,59;538,08;36,29;42,12;5,83;25,31;38,85;16,95;Trafik;Gece;Haftasonu 
19.08.2016 12:00;36,68;10,49;244,54;55,16;62,07;6,91;28,71;29,36;17,35;Trafik;Gunduz;Haftaici
19.08.2016 00:00;34,72;9,24;758,43;30,05;34,44;4,4;24,28;42,88;12,76;Trafik;Gece;Haftaici
18.08.2016 12:00;47,12;10,11;670,85;71,31;93,64;22,33;27,62;30,27;20,12;Trafik;Gunduz;Haftaici
18.08.2016 00:00;35,47;10,98;700,07;34,5;39,93;5,43;23,4;47,53;17,04;Trafik;Gece;Haftaici
17.08.2016 12:00;25,71;10,46;194,34;43,92;51,7;7,78;26,55;33,42;11,92;Trafik;Gunduz;Haftaici
17.08.2016 00:00;22,03;7,49;618,22;30,89;37,36;6,47;22,4;51,64;9,66;Trafik;Gece;Haftaici
16.08.2016 12:00;24,32;8,85;260,88;38,16;43,67;5,51;25,56;38,28;8,61;Trafik;Gunduz;Haftaici
16.08.2016 00:00;11,12;5,56;510,26;19,73;24,9;5,17;21,04;55,3;4,34;Trafik;Gece;Haftaici
15.08.2016 12:00;22,98;6,62;2366,22;34,42;39,52;5,1;24,53;40,47;8,22;Trafik;Gunduz;Haftaici
15.08.2016 00:00;19,66;7,13;465,65;20,66;24,63;3,97;20,64;54,68;5,75;Trafik;Gece;Haftaici
14.08.2016 12:00;22,56;7,68;1042,87;33,24;39,47;6,23;23,76;44,66;5,91;Trafik;Gunduz;Haftasonu 
14.08.2016 00:00;27,78;4,01;542,22;17,75;20,84;3,1;21,74;60,07;5,22;Trafik;Gece;Haftasonu 
13.08.2016 12:00;26,58;7,34;445,62;38,94;45,11;6,17;26,24;43,22;15,17;Trafik;Gunduz;Haftasonu 
13.08.2016 00:00;48,39;5,83;2218,28;30,09;34,74;4,65;24,76;46,69;20,06;Trafik;Gece;Haftasonu 
12.08.2016 12:00;70,97;7,78;992,47;49,47;54,36;4,88;29,61;30,74;33,29;Trafik;Gunduz;Haftaici
12.08.2016 00:00;54,75;8,98;518,59;44,08;60,99;16,91;25,75;42,18;20,92;Trafik;Gece;Haftaici
11.08.2016 00:00;64,8;4,68;1060,22;68,22;93,58;25,37;24,78;45,51;26,86;Trafik;Gece;Haftaici
10.08.2016 12:00;59,67;6,17;1403,39;62,74;88,31;25,57;28,03;33,66;23,57;Trafik;Gunduz;Haftaici
10.08.2016 00:00;40,95;7,61;443,91;30,73;36,21;5,49;25,27;41,87;12,88;Trafik;Gece;Haftaici
9.08.2016 12:00;25,49;7,66;233,2;50,34;65,79;15,45;28,59;28,45;12,95;Trafik;Gunduz;Haftaici
9.08.2016 00:00;39,38;4,83;1253,53;26,17;29,94;3,77;24,87;45,22;17,18;Trafik;Gece;Haftaici
8.08.2016 12:00;33,89;4,87;1003,61;30,01;33,86;3,85;28,57;31,86;15,43;Trafik;Gunduz;Haftaici
8.08.2016 00:00;43,79;6,88;437,41;25,36;28,83;3,47;24,42;44,46;16,76;Trafik;Gece;Haftaici
7.08.2016 12:00;32,88;6,9;200,28;32,33;36,87;4,54;27,65;33,84;20,01;Trafik;Gunduz;Haftasonu 
7.08.2016 00:00;39,21;7,8;1101,56;21,16;23,53;2,37;24,59;42,71;15,02;Trafik;Gece;Haftasonu 
6.08.2016 12:00;46,68;9,82;1263,3;52,85;60,19;7,34;28,31;32,65;19,31;Trafik;Gunduz;Haftasonu 
6.08.2016 00:00;45,5;7,39;301,57;36,01;39,48;3,47;24,46;42,83;14,63;Trafik;Gece;Haftasonu 
5.08.2016 00:00;44,07;6,02;3993,85;25,53;28,07;2,54;24,8;42,73;23,54;Trafik;Gece;Haftaici
4.08.2016 12:00;37,71;6,04;846,91;30,04;33,27;3,23;28,26;33,4;20,49;Trafik;Gunduz;Haftaici
4.08.2016 00:00;40;5,89;322,64;24,07;27,47;3,41;24,64;45,67;21,91;Trafik;Gece;Haftaici
3.08.2016 12:00;48,4;14,51;343,41;50,9;55,76;4,85;28,36;33,43;27,11;Trafik;Gunduz;Haftaici
3.08.2016 00:00;57,5;6,25;1037,32;32,65;36,45;3,79;26,23;36,53;18,93;Trafik;Gece;Haftaici
2.08.2016 12:00;60,69;6,75;1351,74;79,02;122,13;43,11;30,29;26,4;28,69;Trafik;Gunduz;Haftaici
2.08.2016 00:00;53,39;6,85;469,44;70,24;94;23,76;25,6;33,31;26,66;Trafik;Gece;Haftaici
1.08.2016 00:00;37,37;6;1177,99;31,34;35,03;3,7;24,75;37,61;20,55;Trafik;Gece;Haftaici
31.07.2016 12:00;39,7;6,34;231,54;39,15;46,03;6,89;27,95;29,3;23,26;Trafik;Gunduz;Haftasonu 
31.07.2016 00:00;44,43;7,78;374,87;20,71;22,74;2,03;23,97;45,37;27,35;Trafik;Gece;Haftasonu 
30.07.2016 12:00;44,69;8,64;425,05;44,49;48,84;4,35;27,51;33,68;22,85;Trafik;Gunduz;Haftasonu 
30.07.2016 00:00;49,46;6,46;1740,24;36,12;39,61;3,49;25,33;38,1;21,04;Trafik;Gece;Haftasonu 
29.07.2016 12:00;34,24;6,51;2526,42;43,69;47,55;3,86;28,37;28,94;23,21;Trafik;Gunduz;Haftaici
29.07.2016 00:00;36,27;7,52;418,39;26,69;29,18;2,49;24,31;40,7;19,81;Trafik;Gece;Haftaici
28.07.2016 12:00;35,06;8,14;472,24;37,42;40,64;3,22;28,16;30,84;16,25;Trafik;Gunduz;Haftaici
28.07.2016 00:00;37,64;6,43;1615,82;26,57;30,05;3,47;24,02;42,51;13,55;Trafik;Gece;Haftaici
27.07.2016 12:00;49,39;7,74;442,58;45,81;50,61;4,8;27,88;31,64;22,57;Trafik;Gunduz;Haftaici
