;Tarih;PM10;SO2;CO;NO2;NOX;NO;HavaSicakligi;BagilNem;PM25;IstasyonTipi;GeceGunduz;HaftasonuHaftaici;Ay;Mevsim
3262;20.04.2017;79.29;5.03;1316.71;48.96;122.08;73.11;17.64;45.92;34.23;2;0;1;3;0
3263;19.04.2017;53.11;5.68;762.67;55.05;100.31;45.26;19.86;35.48;22.78;2;1;1;3;0
3264;19.04.2017;31.36;5.17;671.14;38.6;76.45;37.84;14.24;54.93;10.86;2;0;1;3;0
3265;18.04.2017;38.06;5.37;686.15;43.31;56.92;13.61;16.93;48.14;10.73;2;1;1;3;0
3266;17.04.2017;58.26;4.09;1026.68;39.42;106.34;46.92;17.5;57.34;30.28;2;0;1;3;0
3267;16.04.2017;41.75;5.27;1342.44;36.27;80.72;24.46;19.79;46.54;17.3;2;1;0;3;0
3268;16.04.2017;105.79;6.36;1070.01;34.54;95.68;41.15;17.01;47.91;42.62;2;0;0;3;0
3269;14.04.2017;101.34;5.63;1368.69;33.93;134.48;80.56;16.82;61.6;51.7;2;0;1;3;0
3270;13.04.2017;62.57;5.96;1491.84;34.24;77.49;23.26;17.43;58.41;22.5;2;1;1;3;0
3271;13.04.2017;53.92;7.27;893.69;37.59;84.9;27.31;15.85;52.28;20.61;2;0;1;3;0
3272;12.04.2017;45.66;7.88;695.11;35.79;66.96;11.17;18.31;37.97;17.7;2;1;1;3;0
3273;12.04.2017;56.45;6.45;710.09;34.41;66.65;12.24;15.5;40.88;26.77;2;0;1;3;0
3274;11.04.2017;35.13;6.74;569.71;32;72.63;20.63;18.37;31.98;16.86;2;1;1;3;0
3275;11.04.2017;62.01;5.41;967.76;33.88;91.51;37.63;13.38;50.91;25.87;2;0;1;3;0
3276;10.04.2017;28.67;5.92;653.11;29.76;63.26;13.5;15.35;40.91;10.58;2;1;1;3;0
3277;9.04.2017;28.15;5.79;580.64;27.56;58.1;10.54;14.77;44.05;14.71;2;1;0;3;0
3278;9.04.2017;39.18;4.88;692.53;34.92;74.13;19.21;12.7;49.19;20.46;2;0;0;3;0
3279;8.04.2017;29.94;5.52;356.63;27.74;57.98;10.24;14.24;50.36;11.42;2;1;0;3;0
3280;8.04.2017;27.85;5.11;579.8;28.8;58.93;10.13;15.33;59.49;12.63;2;0;0;3;0
3281;7.04.2017;44.21;7.04;694.21;42.77;82.13;19.36;18.18;45.08;20.28;2;1;1;3;0
3282;4.04.2017;101.99;6.67;819.69;42.47;105.7;43.23;16.68;32.28;29.14;2;0;1;3;0
3283;3.04.2017;55.49;7.06;874.8;47.12;114.15;47.03;21.13;23.89;20.28;2;1;1;3;0
3284;3.04.2017;62.93;7.12;752.43;35.58;82.06;26.48;15.95;37.13;28.37;2;0;1;3;0
3285;2.04.2017;30.36;6.05;810.77;28.3;68.64;20.35;19.88;26.73;11.82;2;1;0;3;0
3286;2.04.2017;34.43;5.14;435.25;25.38;56.75;11.38;15.38;37.05;15.06;2;0;0;3;0
3287;1.04.2017;38.43;4.82;334.05;20.66;45.95;5.29;19.26;31.21;10.04;2;1;0;3;0
3288;1.04.2017;32.1;5.02;337.01;13.27;38.36;5.09;16.26;40.15;18.34;2;0;0;3;0
3289;31.03.2017;37.05;5.3;494.81;22.89;49.02;6.13;18.9;35.53;12.14;2;1;1;2;0
3290;31.03.2017;40.15;6.16;498.22;23.02;50.05;7.03;17.75;37.34;18.45;2;0;1;2;0
3291;30.03.2017;48.26;5.12;712.72;41.64;74.75;13.11;20.83;30.43;16;2;1;1;2;0
3292;30.03.2017;81.09;7.05;1216.02;42.5;133.5;71;15.77;38.37;32.61;2;0;1;2;0
3293;29.03.2017;54.82;5.18;524.95;29.53;73.14;23.61;19.81;27.81;21.35;2;1;1;2;0
3294;29.03.2017;97.15;5.68;856.95;41.42;113.62;52.2;14.1;42.73;34.58;2;0;1;2;0
3295;26.03.2017;58.55;9.76;763.68;36.8;68.98;12.18;20.05;39.85;27.25;2;1;0;2;0
3296;26.03.2017;133.98;11.62;1361.18;41.78;125.97;64.19;16.42;41.14;51.67;2;0;0;2;0
3297;25.03.2017;63.33;12.25;760.36;44.64;102.69;38.04;21.06;27.32;17.58;2;1;0;2;0
3298;25.03.2017;119.61;8.66;1088.51;49.37;129.38;60.01;15.28;39.55;48.06;2;0;0;2;0
3299;24.03.2017;46.87;6.81;516.94;30.75;64.38;13.64;14.42;40.76;23.75;2;0;1;2;0
3300;23.03.2017;40.49;6.32;273.06;23.66;49.56;5.91;18.65;29.71;14.93;2;1;1;2;0
3301;23.03.2017;48.9;7.72;388.49;27.81;63.56;15.74;13.96;40.88;24.34;2;0;1;2;0
3302;22.03.2017;114.72;7.24;1031.48;41.32;125.19;63.87;14.3;49.29;52.59;2;0;1;2;0
3303;7.03.2017;68.54;4.89;889.69;94.2;110.26;16.06;19.19;31.3;16.06;2;1;1;2;0
3304;7.03.2017;138.12;6.33;1446.36;124.8;153.37;28.57;15;46.47;46.17;2;0;1;2;0
3305;6.03.2017;75.06;5.66;1157.16;98.86;116.29;17.43;18.84;35.51;25.21;2;1;1;2;0
3306;6.03.2017;121.87;6.87;1244.96;106.37;130.28;23.92;13.14;51.15;48.26;2;0;1;2;0
3307;5.03.2017;89.62;5.9;1359.22;115.49;142.98;27.49;16.96;38.11;35.68;2;1;0;2;0
3308;3.03.2017;83.01;2.94;1722.61;147.14;182.54;35.39;16.91;56.46;43.86;2;1;1;2;0
3309;3.03.2017;50.22;1.51;1074.2;72.81;83.12;10.31;15.59;60.81;29.68;2;0;1;2;0
3310;2.03.2017;92.13;4.56;1400.55;79.35;88.05;8.7;17.15;54.74;40.38;2;1;1;2;0
3311;2.03.2017;89.05;6.1;1134.05;98.29;117.1;18.81;17.44;45.5;26.42;2;0;1;2;0
3312;1.03.2017;72.53;3.73;400.93;45.77;48.58;2.81;20.51;32.38;19.57;2;1;1;2;0
3313;1.03.2017;144.17;6.04;1207.2;133.43;158.59;25.16;16.82;42.37;42.66;2;0;1;2;0
3314;28.02.2017;157.32;5.39;1531.24;168.13;199;30.87;15.45;53.83;63.19;2;0;1;1;1
3315;27.02.2017;142.21;13.52;759.36;130.99;142.6;11.61;18.29;46.06;60.79;2;1;1;1;1
3316;27.02.2017;147.71;2.42;1220.14;116.15;138.87;22.72;13.72;61.81;62.89;2;0;1;1;1
3317;26.02.2017;118.47;7.89;1904.85;149.77;170.07;20.3;16.54;55.79;59.37;2;1;0;1;1
3318;26.02.2017;140.91;5.52;1742.02;155.25;180.64;25.4;15.04;53.34;58.99;2;0;0;1;1
3319;25.02.2017;79;7.65;895.56;124.53;136.62;12.1;18.46;39.11;41.47;2;1;0;1;1
3320;25.02.2017;76.31;5.04;1397.41;142.23;169.98;27.75;14.46;51.89;29.86;2;0;0;1;1
3321;24.02.2017;125.61;5.33;1244.62;126.47;152.25;25.78;13.34;52.67;53.86;2;0;1;1;1
3322;23.02.2017;103.56;9.35;1752.64;172.28;198.02;25.74;16.71;40.62;57.96;2;1;1;1;1
3323;23.02.2017;91.56;7.15;1496.23;164.45;200.59;36.14;12.37;59.02;51.97;2;0;1;1;1
3324;22.02.2017;57.14;10.67;246.63;72.77;80.32;7.56;14.79;50.8;24.11;2;1;1;1;1
3325;22.02.2017;88.51;4.93;1494.12;173.91;207.49;33.58;13.69;60.94;51.16;2;0;1;1;1
3326;21.02.2017;49.61;10.53;746.43;106.82;120.62;13.8;15.44;52.1;19.45;2;1;1;1;1
3327;21.02.2017;28.5;3.26;810.52;67.38;73.42;6.05;13.9;61.94;10.05;2;0;1;1;1
3328;20.02.2017;43.52;5.71;226.04;49.4;51.46;2.07;16.44;41.22;15.38;2;1;1;1;1
3329;20.02.2017;107.9;5.92;1249.82;125.75;146.4;20.65;11.98;51.33;52.11;2;0;1;1;1
3330;19.02.2017;74.71;11.74;895.36;93.25;100.71;7.46;15.61;39.09;39.46;2;1;0;1;1
3331;19.02.2017;147.82;6.75;1389.12;119.61;142.38;22.76;10.84;48.66;61.46;2;0;0;1;1
3332;18.02.2017;133.01;13.54;1821.2;190.04;222.88;32.84;14.61;34.06;58.39;2;1;0;1;1
3333;18.02.2017;118.81;3.81;1130.92;115.5;140.79;25.29;9.14;48.18;47.55;2;0;0;1;1
3334;17.02.2017;97.07;6.99;1253.35;138.26;162.04;23.77;12.04;36.59;48.22;2;1;1;1;1
3335;17.02.2017;72.99;3.19;914.92;111.81;136.91;25.1;7.91;49.57;31.08;2;0;1;1;1
3336;16.02.2017;21.72;2.9;281.99;43.81;46.64;2.84;10.62;40.23;8.49;2;1;1;1;1
3337;15.02.2017;52.98;3.83;802;63.98;70.5;6.52;9.69;54.65;23.96;2;1;1;1;1
3338;15.02.2017;35.21;4;435.28;68.42;77.27;8.85;8.06;50.61;17.56;2;0;1;1;1
3339;14.02.2017;30.98;3.87;470.73;46.25;50.08;3.83;10.03;38.78;18.87;2;1;1;1;1
3340;14.02.2017;33.86;1.92;502.97;36.28;38.41;2.13;8.19;47.28;18.2;2;0;1;1;1
3341;13.02.2017;31.08;2.84;751.45;43.61;46.58;2.97;10.06;40.16;19.74;2;1;1;1;1
3342;11.02.2017;101.67;7.82;454.55;61.82;66.13;4.3;13.31;54;60.59;2;1;0;1;1
3343;11.02.2017;112.35;4.11;746.33;67.68;73.83;6.15;12.41;62.38;72.94;2;0;0;1;1
3344;10.02.2017;133.87;14.41;834.16;126.77;145.47;18.7;13.94;59.53;74.7;2;1;1;1;1
3345;10.02.2017;163.99;4.05;1452.26;161.33;192.95;31.62;12.63;64.55;85.17;2;0;1;1;1
3346;9.02.2017;148.69;12.08;1231.29;173.09;196.13;23.04;16.21;49.07;66.76;2;1;1;1;1
3347;9.02.2017;144.34;5.62;1618.06;181.2;219.62;38.42;13.17;58.51;70.84;2;0;1;1;1
3348;8.02.2017;114.07;7.63;1127.97;117.01;132.59;15.57;15.08;53.41;60.01;2;1;1;1;1
3349;8.02.2017;121.9;1.69;2134.41;209.61;260.29;50.68;13.08;63.48;86.28;2;0;1;1;1
3350;7.02.2017;125.07;5.45;1433.06;126.97;143.92;16.95;14.99;57.51;75.59;2;1;1;1;1
3351;7.02.2017;57.24;2.78;1019.73;110.76;126.18;15.42;14.15;60.66;33.14;2;0;1;1;1
3352;6.02.2017;45.86;7.85;997.41;112.48;123.66;11.18;16.21;56.18;23.18;2;1;1;1;1
3353;4.02.2017;84.14;16.59;2190.71;160.07;184.38;24.31;13.99;49.58;68.52;2;1;0;1;1
3354;4.02.2017;52.36;11.51;1060.74;94.36;100.08;5.71;11.77;46.79;41.16;2;0;0;1;1
3355;2.02.2017;62.01;8.91;1033.39;115.61;131.58;15.97;10.24;37.21;54.09;2;1;1;1;1
3356;2.02.2017;78.67;5.44;1182.23;134.94;171.39;36.45;6.01;46.91;56.47;2;0;1;1;1
3357;1.02.2017;76.57;7;2237.34;130.32;169.52;39.2;5.79;45.97;54.05;2;0;1;1;1
3358;31.01.2017;50.44;8.19;2777.11;71.46;84.21;12.75;8.4;33.8;29.43;2;1;1;0;1
3359;31.01.2017;49.22;9.24;490.1;48.19;59.17;10.98;6.28;45.69;21.42;2;0;1;0;1
3360;30.01.2017;82.05;13.56;952.3;74.74;91.73;16.99;9.25;48.89;47.95;2;1;1;0;1
3361;30.01.2017;64.85;12.25;1064.15;82.61;118.78;36.16;7.13;54.45;29.59;2;0;1;0;1
3362;29.01.2017;28.98;20.87;756.22;65.04;84.82;19.78;10.29;45.08;16.84;2;1;0;0;1
3363;29.01.2017;32.45;23.7;613.19;50.36;59.81;9.45;9.09;52.45;13.25;2;0;0;0;1
3364;28.01.2017;42.16;20.42;973.78;60.84;75.79;14.95;9.49;46.88;18.13;2;1;0;0;1
3365;28.01.2017;17.94;9.89;451.03;37.44;44.94;7.5;7.8;49.06;8.53;2;0;0;0;1
3366;27.01.2017;23.94;8.58;461.47;38.97;47.24;8.28;8.91;39.7;10.41;2;1;1;0;1
3367;26.01.2017;17.98;10.78;302.33;36.01;39.3;3.29;10.69;49.73;9.49;2;0;1;0;1
3368;25.01.2017;65.34;12.94;1137.8;88.28;110.5;22.23;12.14;60.52;42.95;2;1;1;0;1
3369;25.01.2017;74.27;9.28;1102.78;57.39;70.54;13.15;10.36;62.84;53.93;2;0;1;0;1
3370;24.01.2017;135.12;17.44;2113.23;106.07;153.5;47.43;10.98;53;68.29;2;1;1;0;1
3371;23.01.2017;46.21;9.51;939.72;68.32;87.8;19.48;9.94;54.71;24.18;2;1;1;0;1
3372;23.01.2017;14.18;8.87;237.56;22.32;23.92;1.59;9.66;55.38;4.26;2;0;1;0;1
3373;22.01.2017;39.42;14.64;468.44;43.52;48.13;4.62;10.41;51.35;22.67;2;1;0;0;1
3374;22.01.2017;37.38;16.94;431.46;53.36;67.16;13.8;9.57;57.29;18.88;2;0;0;0;1
3375;21.01.2017;26.34;9.21;295.64;31.93;36.4;4.47;11.24;53.63;8.91;2;0;0;0;1
3376;20.01.2017;44.54;9.97;900.36;56.01;66.9;10.88;12.74;58.29;29.78;2;1;1;0;1
3377;20.01.2017;41.03;5.97;906.8;74.11;103.08;28.97;11.56;65.13;27.52;2;0;1;0;1
3378;19.01.2017;80.05;10.93;990.6;93.62;127.35;33.73;12.76;60.56;61.06;2;1;1;0;1
3379;19.01.2017;98.39;8.33;1841.3;116.55;187.56;71.01;11.94;67.27;70.74;2;0;1;0;1
3380;18.01.2017;103.9;10.68;3627.37;206.46;362.36;155.9;13.22;64.64;84.6;2;1;1;0;1
3381;18.01.2017;57.71;7.64;1609.56;91.54;128.43;36.89;12.26;67.23;45;2;0;1;0;1
3382;17.01.2017;84.31;12.85;1810.53;102.82;135.6;32.79;13.51;61.25;65.38;2;1;1;0;1
3383;17.01.2017;45.45;9.98;1621.2;100.46;145.74;45.28;13.37;64.49;32.2;2;0;1;0;1
3384;16.01.2017;77.13;16.06;1934.46;117.43;160.75;43.32;13.58;57.98;60.15;2;1;1;0;1
3385;16.01.2017;77.69;12.64;1462;85.98;115.5;29.53;11.29;63.41;60.11;2;0;1;0;1
3386;15.01.2017;100.39;17.03;2649.24;114.28;151.71;37.42;11.74;59.03;79.74;2;1;0;0;1
3387;15.01.2017;71.2;14.61;1218.48;83.02;105.49;22.47;10.4;53.69;47.26;2;0;0;0;1
3388;14.01.2017;73.72;11.76;1388.35;96.04;127.89;31.85;10.26;52.22;48.16;2;1;0;0;1
3389;14.01.2017;60.5;11.98;1121.05;86.59;121.36;34.77;7.79;56.49;39.65;2;0;0;0;1
3390;13.01.2017;42.85;15.99;807.47;80.45;102.28;23.61;10.1;51.55;22.94;2;1;1;0;1
3391;13.01.2017;24.89;21.17;659.19;71.16;106.09;34.94;9.86;54.96;14.89;2;0;1;0;1
3392;12.01.2017;23.92;12.96;672.05;73.76;91.47;17.72;11.52;57.17;14.41;2;1;1;0;1
3393;12.01.2017;60.33;11.46;1858.26;118.3;199.9;81.6;10.48;55.23;47.69;2;0;1;0;1
3394;11.01.2017;19.7;10.38;1050.21;70.19;104.51;34.32;12.22;56.91;5.36;2;0;1;0;1
3395;10.01.2017;67.29;14.32;1151.13;74.56;105.88;31.32;6.42;57.91;51.95;2;0;1;0;1
3396;9.01.2017;52.99;21.3;1208.97;86.84;129.11;42.27;7.69;56.92;30.77;2;1;1;0;1
3397;9.01.2017;23.39;9.76;604.76;56.87;84.21;27.33;7.71;59.6;8.7;2;0;1;0;1
3398;8.01.2017;20.83;8.86;585.67;54.39;69.87;15.48;8.73;59.77;11.75;2;1;0;0;1
3399;8.01.2017;16.84;8.35;285.97;26.46;29.46;3;9.43;56.98;4.32;2;0;0;0;1
3400;7.01.2017;16.55;7.37;617.17;56.65;67.91;11.25;11.63;60.35;6.06;2;1;0;0;1
3401;7.01.2017;10.29;11.49;73.4;19.52;21.35;1.82;14.31;47.26;3.24;2;0;0;0;1
3402;6.01.2017;16.68;12.75;274.14;55.44;65.39;9.95;15.08;49.49;6.57;2;1;1;0;1
3403;6.01.2017;15.63;16.24;585.86;36.89;43.58;6.69;14.77;51.24;4.58;2;0;1;0;1
3404;5.01.2017;58.39;15.58;1957.17;87.59;119.89;32.3;13.56;58.9;32.23;2;1;1;0;1
3405;5.01.2017;51.24;10.73;1561.38;89.79;120.8;31.01;9.17;60.03;35.51;2;0;1;0;1
3406;4.01.2017;59.31;11.36;1287.83;94.44;126.65;32.21;8.73;55.54;41.32;2;1;1;0;1
3407;4.01.2017;50.42;7.08;793.29;71.59;83.44;11.85;7.09;61.2;25;2;0;1;0;1
3408;3.01.2017;66.67;7.81;1118.64;96.95;134.46;37.51;7.13;60.33;41.11;2;1;1;0;1
3409;3.01.2017;95.94;9.65;1487.8;110.25;180.02;69.76;5.75;63.7;54.17;2;0;1;0;1
3410;2.01.2017;78.26;12.39;1440.83;95.19;139.57;44.38;7.27;58.27;52.07;2;1;1;0;1
3411;2.01.2017;38.3;7.91;503.69;59.57;67.85;8.28;6.53;60.87;20.28;2;0;1;0;1
3412;31.12.2016;31.37;42.06;769.14;71.82;97.18;25.36;10.03;62.83;18.21;2;1;0;11;1
3413;31.12.2016;31.77;9.41;765.01;60.82;79.61;18.8;9.92;65.2;18.19;2;0;0;11;1
3414;30.12.2016;42.11;9.7;1092.5;87.11;122.37;35.26;10.63;65.96;25.41;2;1;1;11;1
3415;29.12.2016;23.2;9.9;1078.87;66.84;82.49;15.64;12.04;62.2;12.51;2;1;1;11;1
3416;29.12.2016;10.56;7.71;665.98;40.47;50.12;9.65;11.74;65.62;5.47;2;0;1;11;1
3417;28.12.2016;42.38;14.28;701.47;64.12;77.95;13.84;11.13;56.42;17.95;2;1;1;11;1
3418;28.12.2016;24.78;13.7;661.06;55.39;71.34;15.95;10.5;58.84;11.3;2;0;1;11;1
3419;27.12.2016;40.55;21.57;1049.91;57.13;69.89;12.76;12.49;52.83;17.89;2;1;1;11;1
3420;27.12.2016;17.47;11.37;512.62;29.29;35.06;5.77;11.44;56.93;8.13;2;0;1;11;1
3421;26.12.2016;39.7;10.92;852.82;42.91;50.3;7.39;11.07;62.49;21.52;2;1;1;11;1
3422;26.12.2016;28.71;12.51;681.57;53.85;73;19.15;11.14;62.4;17.01;2;0;1;11;1
3423;25.12.2016;41.38;30.47;573.38;67.73;84.14;16.41;12.23;55.66;16.59;2;1;0;11;1
3424;22.12.2016;19.24;12.72;754.36;29.11;33.12;4.02;9.86;53.2;7.11;2;0;1;11;1
3425;21.12.2016;57.03;14.33;1056.75;46.13;54.8;8.67;9.95;54;31.53;2;1;1;11;1
3426;21.12.2016;62.25;10.11;1536.7;72.59;109.29;36.7;8.18;63.67;30.12;2;0;1;11;1
3427;20.12.2016;65.51;13.84;1276.43;85.28;132.22;46.94;8.78;54.73;25.55;2;1;1;11;1
3428;20.12.2016;79.15;8.99;1861.46;87.45;170.36;82.91;6.46;57.63;33.4;2;0;1;11;1
3429;19.12.2016;80.9;14.73;2047.65;106.33;195.23;88.9;9.55;50.86;33.27;2;1;1;11;1
3430;19.12.2016;53.4;10.06;1315.87;67.38;112.15;44.77;6.56;57.92;17.34;2;0;1;11;1
3431;18.12.2016;46.31;14.21;1006.52;57.14;73.52;16.38;9.56;47.32;17.44;2;1;0;11;1
3432;18.12.2016;49.71;9.12;1314.67;62.14;94.79;32.65;7.49;55.87;15.89;2;0;0;11;1
3433;17.12.2016;51.84;13.32;1353.52;54.38;71.08;16.7;10.35;48.32;17.78;2;1;0;11;1
3434;17.12.2016;49.13;42.91;1691.95;72.06;115.89;43.83;9.61;60.03;23.35;2;0;0;11;1
3435;16.12.2016;47.01;62.82;1523.4;75.72;115.66;39.94;9.57;58.46;21.57;2;1;1;11;1
3436;16.12.2016;23.38;16.88;1050.62;50.6;66.18;15.58;8.74;62.29;9.26;2;0;1;11;1
3437;15.12.2016;38.51;13.17;1159.53;64.44;85.66;21.22;9.95;46.99;15.51;2;1;1;11;1
3438;13.12.2016;22.66;16.27;1371.03;47.72;58.26;10.54;12.17;56.16;7.75;2;1;1;11;1
3439;12.12.2016;165.71;25.88;2875.09;282.89;456.03;173.15;15.22;48.17;57.49;2;1;1;11;1
3440;12.12.2016;83.26;13.41;789.18;124.61;218.05;93.44;11.08;56.39;29.4;2;0;1;11;1
3441;11.12.2016;108.59;24.03;3909.69;176.01;313.78;137.77;14.53;45.94;39.09;2;1;0;11;1
3442;10.12.2016;95.91;36.89;4736.94;156.71;255.04;98.33;13.82;40.83;36.54;2;1;0;11;1
3443;10.12.2016;139.28;15.74;7170.29;185.78;370.37;184.6;10.18;54.14;52.4;2;0;0;11;1
3444;2.12.2016;20.78;7.51;2133.91;42.63;55.86;13.23;10.58;47.9;12.83;2;0;1;11;1
3445;1.12.2016;33.75;6.27;155.2;36.36;42.41;6.05;11.74;53.69;19.53;2;1;1;11;1
3446;1.12.2016;18.22;6.24;11.87;22.72;26.21;3.49;11.59;53.7;12.58;2;0;1;11;1
3447;30.11.2016;24.92;6.51;87.25;33.72;39.81;6.09;12.51;55.88;14.33;2;1;1;10;2
3448;30.11.2016;45.04;9.1;1084.82;36.06;41.46;5.4;13.37;66.19;20.7;2;0;1;10;2
3449;29.11.2016;83.51;10.48;3087.83;82.05;103.48;21.42;15.81;56.36;40.37;2;1;1;10;2
3450;29.11.2016;51.66;7.25;592.99;51.83;57.42;5.6;16.47;48.03;24.55;2;0;1;10;2
3451;28.11.2016;146.76;14.29;869.69;102.72;114.97;12.26;18.45;39.48;80.59;2;1;1;10;2
3452;28.11.2016;167.46;18.02;1612.58;131.81;177.47;45.66;13.06;39.99;101.04;2;0;1;10;2
3453;27.11.2016;151.16;24;2139.66;187.02;238.07;51.05;16.54;31.81;92.97;2;1;0;10;2
3454;27.11.2016;149.45;16.31;1234.31;97.18;136.97;39.79;11.47;42.82;94.07;2;0;0;10;2
3455;26.11.2016;232.01;25.41;2329.02;212.29;290.04;77.75;15.22;34.12;148.19;2;1;0;10;2
3456;26.11.2016;210.98;28.01;1914.09;145.93;229.51;83.58;10.87;40.6;119.9;2;0;0;10;2
3457;25.11.2016;255.97;33.51;2948.17;273.82;386.65;112.83;15.64;30.23;153.06;2;1;1;10;2
3458;25.11.2016;162;18.77;1391.07;113.01;179.22;66.21;10.66;34.89;82.17;2;0;1;10;2
3459;24.11.2016;205.6;27.07;2329.37;199.24;276.91;77.66;15.76;28.08;118.57;2;1;1;10;2
3460;24.11.2016;126.64;15.3;1179.53;100.36;165.2;64.84;10.66;32.73;67.68;2;0;1;10;2
3461;23.11.2016;182.15;20.12;1876.88;141.57;238.76;97.19;16.15;28.02;94.85;2;1;1;10;2
3462;23.11.2016;127.54;14.24;1131.96;104.42;168.26;63.84;11.69;41.9;57.02;2;0;1;10;2
3463;22.11.2016;125.09;19.79;1390.07;113.22;174.05;60.83;16.55;32.21;55.43;2;1;1;10;2
3464;22.11.2016;120.66;14.89;842.64;93.93;153.01;59.08;12.04;40.09;51.47;2;0;1;10;2
3465;21.11.2016;196.97;24.99;2685.96;185.17;366.23;181.06;16.95;31.52;85.75;2;1;1;10;2
3466;21.11.2016;120.95;14.17;1745.72;98.7;160.14;61.45;12.13;38.97;48.07;2;0;1;10;2
3467;20.11.2016;196.2;22.22;2824.24;219.56;341.35;121.79;16.72;32.79;85.54;2;1;0;10;2
3468;20.11.2016;112.54;12.42;1651.06;116.25;196.48;80.23;12.04;42.89;48.83;2;0;0;10;2
3469;19.11.2016;122.99;17.39;1989.94;108.32;163.85;55.53;16.06;33.69;60.2;2;1;0;10;2
3470;19.11.2016;122.97;10.37;1923.7;95.41;160.55;65.14;11.01;51.62;53.07;2;0;0;10;2
3471;18.11.2016;131.75;16.04;2115.11;119.22;194.96;75.75;14.25;39.31;58.75;2;1;1;10;2
3472;18.11.2016;97.17;9.87;1776.85;88.25;145.53;57.28;10.09;52.76;44.02;2;0;1;10;2
3473;17.11.2016;78.03;10.25;737.43;83.52;128.33;44.82;12.66;44.02;32.37;2;1;1;10;2
3474;17.11.2016;64.11;7.79;1224.41;84.45;132.65;48.2;10.78;53.46;26.78;2;0;1;10;2
3475;16.11.2016;43.77;6.62;2025.71;52.78;63.78;11;12.8;46.85;21.22;2;1;1;10;2
3476;16.11.2016;21.28;6.71;615.7;29.93;33.65;3.72;12.77;53.96;8.67;2;0;1;10;2
3477;15.11.2016;35.9;8.95;1545.63;37.7;44.3;6.61;15.14;47.5;18.14;2;1;1;10;2
3478;15.11.2016;59.86;10.74;1745.08;60.66;78.68;18.02;15.04;53.14;28.58;2;0;1;10;2
3479;14.11.2016;60.07;18.95;2390.76;87.83;124.35;36.52;17.49;48.2;33.66;2;1;1;10;2
3480;14.11.2016;51.21;14.19;1823.23;80.3;106.86;26.55;16.55;57.24;18.5;2;0;1;10;2
3481;13.11.2016;41.65;9.75;1038.96;59.22;68.57;9.35;18.59;50.23;14.19;2;1;0;10;2
3482;13.11.2016;105.13;9.18;1808.11;104.42;158.6;54.18;16.35;47.26;54.24;2;0;0;10;2
3483;12.11.2016;97.75;11.19;1762.99;121.06;175.96;54.91;19.36;41.22;52.09;2;1;0;10;2
3484;12.11.2016;106.08;8.52;3120.02;108.25;158.75;50.5;15.3;53.49;55.46;2;0;0;10;2
3485;11.11.2016;75.33;9.55;1131.1;134.17;195.64;61.47;19.06;41.65;37.96;2;1;1;10;2
3486;11.11.2016;62.92;9.09;1593.53;121.09;170.78;49.69;16.56;49.39;28.86;2;0;1;10;2
3487;10.11.2016;38.97;8.02;1667.44;83.1;97.87;14.76;19.81;40.4;11.42;2;1;1;10;2
3488;9.11.2016;171.92;11.01;1633.38;120.13;176.89;56.76;22.22;36.57;76.98;2;1;1;10;2
3489;9.11.2016;171.16;13.08;2152.55;193.08;301.52;108.44;17.48;50.79;85.72;2;0;1;10;2
3490;8.11.2016;180.27;15.28;3314.67;265.33;382.9;117.57;20.36;42.42;89.86;2;1;1;10;2
3491;8.11.2016;145.6;13.46;1881.99;172.05;262.26;90.21;16.87;45.32;77.08;2;0;1;10;2
3492;7.11.2016;136.95;14.02;2693.63;213.85;348.49;134.64;19.74;34.03;65.29;2;1;1;10;2
3493;4.11.2016;134.98;12.95;2290.56;150.83;229.99;79.16;13.99;41.22;65.93;2;0;1;10;2
3494;3.11.2016;157.05;17;5056.82;215.24;332.57;117.32;17.06;32.6;87.4;2;1;1;10;2
3495;3.11.2016;109.7;9.82;1540.61;120.91;176.5;55.59;12.41;46.58;57.11;2;0;1;10;2
3496;2.11.2016;90.3;15.17;2300.31;157.94;236.05;78.12;14.48;41.26;50.51;2;1;1;10;2
3497;2.11.2016;72.16;9.09;3930.01;124.95;186.45;61.5;11.16;55.15;38.79;2;0;1;10;2
3498;1.11.2016;32.9;11.36;2022.36;83;102.81;19.81;13.25;48.55;17.66;2;1;1;10;2
3499;1.11.2016;50.88;8.58;1980.55;109.04;149.7;40.66;11.96;50.78;34.67;2;0;1;10;2
3500;31.10.2016;35.16;11.86;966.11;74.23;82.66;8.43;14.54;44.16;15.83;2;1;1;9;2
3501;31.10.2016;42.97;23.7;1157.27;73.4;90.02;16.62;14.32;55.45;25.57;2;0;1;9;2
3502;30.10.2016;46.21;24.26;1845.47;66.11;73.06;6.94;16.83;45.45;19.92;2;1;0;9;2
3503;30.10.2016;38.21;15.38;1502.42;54.59;59.26;4.67;17.32;54.94;23.77;2;0;0;9;2
3504;29.10.2016;58.96;11.27;1626.82;94.13;113.41;19.29;18.5;55.09;35.2;2;1;0;9;2
3505;29.10.2016;40.9;6.48;1304.62;58.05;70.19;12.13;16.97;59.6;20.89;2;0;0;9;2
3506;28.10.2016;54.4;9.17;1235.12;77.82;93.58;15.76;19.3;43.16;31.61;2;1;1;9;2
3507;28.10.2016;46.57;6.75;1817.65;57.68;63.32;5.64;17.14;51.93;26.13;2;0;1;9;2
