;Tarih;PM10;SO2;CO;NO2;NOX;NO;HavaSicakligi;BagilNem;PM25;IstasyonTipi;GeceGunduz;HaftasonuHaftaici;Ay;Mevsim
0;1.04.2020;63.66;5.03;462.58;26.72;33.79;7.07;13.2;58.09;18.96;0;1;1;3;0
1;31.03.2020;98.6;5.29;643.29;58.73;86.19;27.46;9.41;79.99;30.47;0;0;1;2;0
2;30.03.2020;22.44;4.13;305.33;17.91;20.12;2.22;6.14;88.69;10.98;0;0;1;2;0
3;29.03.2020;20.19;4.65;543.98;14.98;18.26;3.29;8.61;81.31;9.02;0;1;0;2;0
4;29.03.2020;11.83;4.27;361.24;15.87;18.12;2.25;6.78;94.39;7.84;0;0;0;2;0
5;28.03.2020;39.36;3.71;235.95;29.2;33.09;3.89;10.02;93.98;13.28;0;1;0;2;0
6;28.03.2020;73.31;4.2;282.74;34.88;41.74;5.31;11.04;93.87;17.18;0;0;0;2;0
7;27.03.2020;63.82;6.23;496.39;29.45;36.33;6.88;17.66;45.59;17.19;0;1;1;2;0
8;27.03.2020;66.92;6.07;394.31;39.6;48.87;9.26;11.2;60.04;19.69;0;0;1;2;0
9;26.03.2020;45.36;6.47;558.54;43.54;55.48;11.94;17.08;34.72;11.32;0;1;1;2;0
10;26.03.2020;46.74;5.51;369.28;41.41;51.56;10.15;11.12;63.36;14.34;0;0;1;2;0
11;25.03.2020;52.76;6.46;507.27;50.33;63.08;12.75;17.4;43.03;15.15;0;1;1;2;0
12;25.03.2020;72.58;5.98;510.72;67.69;83.88;16.19;10.56;77.36;23.51;0;0;1;2;0
13;24.03.2020;54.16;6.01;425.87;42.62;52.13;9.51;14.71;55.01;13.91;0;1;1;2;0
14;24.03.2020;47.86;6.18;368.49;56.47;66.76;10.3;12.05;61.76;14.03;0;0;1;2;0
15;23.03.2020;34.93;5.69;481.24;33.21;42.72;9.51;17.26;40.72;11.71;0;1;1;2;0
16;23.03.2020;72.7;6.46;849.21;75.15;116.12;40.98;10.85;59.57;20.58;0;0;1;2;0
17;22.03.2020;32.62;6.04;537.61;46.12;64.34;18.22;16.08;38.02;12.48;0;1;0;2;0
18;22.03.2020;81.9;5.93;1043.07;82.41;166.54;84.13;7.12;77.1;32.85;0;0;0;2;0
19;21.03.2020;58.48;5.76;584.34;56.64;75.96;19.32;11.5;54.61;24.04;0;1;0;2;0
20;21.03.2020;18.27;4.83;274.19;24.9;28.86;3.96;5.18;72.32;8.74;0;0;0;2;0
21;20.03.2020;13.57;5.35;467.35;34.35;40.43;6.08;6.41;62.76;12.01;0;1;1;2;0
22;20.03.2020;17.19;4.67;393.36;39.58;48.11;8.53;3.02;74.67;10.24;0;0;1;2;0
23;19.03.2020;41.74;4.82;266.54;35.99;46;10.01;4.18;75.69;19.15;0;1;1;2;0
24;19.03.2020;24.01;3.92;354.78;45.22;57.66;12.44;0.88;95.86;13.02;0;0;1;2;0
25;18.03.2020;22;5.06;422.04;25.91;31.04;5.13;3.43;61.69;12.18;0;1;1;2;0
26;17.03.2020;18.39;5.23;328.51;22.86;30.68;7.82;4.14;44.1;8.25;0;1;1;2;0
27;16.03.2020;12.08;4.28;236.03;25.12;30.15;5.03;3.97;72.61;5.89;0;1;1;2;0
28;16.03.2020;12.04;3.9;208.85;17.11;19.54;2.43;5.53;77.57;3.67;0;0;1;2;0
29;15.03.2020;58.86;6.46;528.2;35.66;47.54;11.89;15.26;50.6;13.7;0;1;0;2;0
30;15.03.2020;89.75;5.95;1144.19;81.45;175.18;93.73;11.42;52.37;27.82;0;0;0;2;0
31;14.03.2020;60.91;8.38;575.92;59.1;96.25;37.15;19.85;32.79;14.97;0;1;0;2;0
32;14.03.2020;69.44;5.92;560.68;51.13;82.78;31.65;15.35;67.1;20.74;0;0;0;2;0
33;13.03.2020;85.4;7.09;727.28;39.89;52.76;12.87;18.78;48.77;23.71;0;1;1;2;0
34;13.03.2020;40.94;5.18;397.02;32.49;37.96;5.47;12.77;56.59;12.33;0;0;1;2;0
35;12.03.2020;47.88;6.24;684.05;55.8;74.97;19.16;18.87;33.83;14.45;0;1;1;2;0
36;12.03.2020;74.24;6.08;1083.21;90.18;188.13;97.96;10.35;67.63;27.29;0;0;1;2;0
37;11.03.2020;49.65;5.35;705.55;70.55;95.15;24.6;16.14;45.55;19.31;0;1;1;2;0
38;11.03.2020;36.68;1.68;707.91;73.23;119.8;46.57;10.32;73.05;14.01;0;0;1;2;0
39;10.03.2020;25.64;1.63;477.29;41.85;52.05;10.2;14.21;54.09;9;0;1;1;2;0
40;10.03.2020;65.23;5.13;247.14;28.54;31.74;3.2;12.5;57.17;18.7;0;0;1;2;0
41;9.03.2020;65.04;7.55;656.65;54.31;76.62;22.31;20.74;31.72;22.22;0;1;1;2;0
42;9.03.2020;87.17;8.29;1003.6;91.71;163.34;71.63;13.44;51.65;25.86;0;0;1;2;0
43;8.03.2020;49.61;8.77;843.86;61.01;98.39;37.38;20.47;32.66;14.15;0;1;0;2;0
44;8.03.2020;96.44;7.06;993.78;76.86;161.72;84.86;10.29;59.47;23.99;0;0;0;2;0
45;7.03.2020;53;6.56;737.95;61.46;127.26;65.79;16.77;38.14;20.72;0;1;0;2;0
46;7.03.2020;60.49;5.83;965.32;79.26;179.31;100.05;7.92;77.9;21.27;0;0;0;2;0
47;6.03.2020;37.36;4.61;593.32;31.63;44.84;13.21;13.12;54.45;8.73;0;1;1;2;0
48;6.03.2020;35.71;4.23;248.76;28.34;38.73;10.39;9.71;74.08;14.7;0;0;1;2;0
49;5.03.2020;68.39;7.4;305.82;51.55;65.91;13.66;15.63;41.46;22.7;0;1;1;2;0
50;2.03.2020;69.16;3.91;1027.33;85.69;168.83;83.14;4.69;77.59;25.18;0;0;1;2;0
51;1.03.2020;33.89;3.46;793.88;57.18;95.64;38.46;10.47;48.39;13.22;0;1;0;2;0
52;1.03.2020;22.77;2.35;503.35;62.36;72.56;10.2;4.2;77.84;11.63;0;0;0;2;0
53;29.02.2020;31.33;3.09;376.74;42.95;53.52;10.57;8.89;64.57;17.49;0;1;0;1;1
54;29.02.2020;50.37;2.37;436.16;56.44;72.42;15.98;7.04;90.9;20.69;0;0;0;1;1
55;28.02.2020;50.42;4.19;507.79;59.13;80.85;21.72;10.91;60.31;15.63;0;1;1;1;1
56;28.02.2020;27.89;2.28;245.31;35.4;43.34;7.94;6.78;82.31;14.48;0;0;1;1;1
57;27.02.2020;43.96;2.63;280.87;34.37;42.9;8.52;11.86;60.31;17.26;0;1;1;1;1
58;27.02.2020;43.51;2.64;250.06;43.75;50.04;6.29;10.41;49.57;16.74;0;0;1;1;1
59;26.02.2020;44.88;4.92;606.62;41.49;66.38;24.88;16.15;31.74;19.87;0;1;1;1;1
60;26.02.2020;69.31;5.46;1186.94;92.5;201.51;109.01;3.97;61.73;22.28;0;0;1;1;1
61;25.02.2020;45.09;4.82;726.32;71.48;114.79;43.31;9.17;35.89;16.98;0;1;1;1;1
62;25.02.2020;22.89;2.73;220.04;33.46;48.43;12.39;5.02;61.33;11.79;0;0;1;1;1
63;24.02.2020;31.05;2.75;550.47;38.37;47.04;8.67;11.38;57.86;12.74;0;1;1;1;1
64;23.02.2020;11.8;2.54;318.02;31.84;38.52;6.88;2.34;88.49;5.62;0;0;0;1;1
65;22.02.2020;20.09;1.9;437.84;54.64;65.08;10.44;3.33;95.07;12.31;0;1;0;1;1
66;22.02.2020;15.91;1.62;416.12;42.93;47.63;4.7;3.83;96.22;7.48;0;0;0;1;1
67;21.02.2020;46.43;2.59;435.89;72.04;91.08;19.04;5.66;94.49;16.79;0;1;1;1;1
68;21.02.2020;63.59;4.8;578.73;70.62;94.28;23.66;6.45;82.89;23.07;0;0;1;1;1
69;20.02.2020;86.88;7.1;537.76;71.25;103.15;31.9;11.19;51.53;28.04;0;1;1;1;1
70;19.02.2020;92.01;8.08;846.6;88.01;182.22;94.21;10.85;48.15;31.77;0;1;1;1;1
71;19.02.2020;94.78;7.09;1342.35;97.25;219.76;122.51;3.14;77.14;31.88;0;0;1;1;1
72;18.02.2020;72.15;6.24;732.25;78.21;120.72;42.52;9.69;44.56;24.26;0;1;1;1;1
73;18.02.2020;75.2;7.51;946.69;89.93;176.29;86.36;2.51;63.12;33.87;0;0;1;1;1
74;17.02.2020;36.67;5.7;622.01;62.88;102.43;39.56;9.27;35.72;27.19;0;1;1;1;1
75;17.02.2020;38.1;4.47;624.63;61.1;97.38;36.27;3.41;80.35;18.32;0;0;1;1;1
76;16.02.2020;35.63;4.64;297.26;34.17;41.69;7.52;7.88;61.05;14.34;0;1;0;1;1
77;16.02.2020;69.29;7.63;546.24;68.44;77.4;8.96;5.29;69.89;22.86;0;0;0;1;1
78;15.02.2020;87;8.76;650.24;71.58;93.55;21.97;8.85;51.12;28.33;0;1;0;1;1
79;15.02.2020;68.14;6.86;385.02;61.06;72.12;11.07;3.45;69.87;26.84;0;0;0;1;1
80;14.02.2020;52.49;5.01;581.57;64.96;93.11;28.14;6.05;57.11;24.69;0;1;1;1;1
81;14.02.2020;58.54;4.86;906.43;92.81;162.96;70.15;0.57;77.02;25.88;0;0;1;1;1
82;13.02.2020;36.21;5.41;594.98;58.1;102.14;44.04;5.22;55.08;17.23;0;1;1;1;1
83;13.02.2020;37.39;2.9;424.94;58.25;74.78;16.52;3.04;94.68;21.57;0;0;1;1;1
84;12.02.2020;40.73;3.07;434.97;81.26;112.42;31.16;3.93;91.54;23.26;0;1;1;1;1
85;12.02.2020;93.36;4.58;906.87;93.23;192.81;99.58;2.65;95.01;42.88;0;0;1;1;1
86;11.02.2020;75.01;5.26;996.56;97.55;187.96;90.41;0.85;88.93;38.62;0;1;1;1;1
87;7.02.2020;21.67;2.23;386.02;39.99;53.4;13.4;2.87;84.62;16.68;0;0;1;1;1
88;6.02.2020;34.5;2.58;519.81;74.53;94.01;19.48;4.8;94.67;21.76;0;1;1;1;1
89;6.02.2020;36.57;2.34;470.71;48.72;88.77;40.04;6.21;88.18;15.71;0;0;1;1;1
90;5.02.2020;23.39;3.5;286.31;22.81;27.27;4.46;9.54;77.05;7.5;0;0;1;1;1
91;4.02.2020;33.4;4.35;583.26;54.83;80.18;25.35;9.94;81.72;11.19;0;1;1;1;1
92;4.02.2020;40.7;3.31;387.15;27.87;35.85;7.99;8.39;93.67;13.87;0;0;1;1;1
93;3.02.2020;41.72;4.64;538.5;39.38;48.3;8.91;12.12;65.3;14.25;0;1;1;1;1
94;3.02.2020;40.02;4.99;870.78;77.14;130.61;62.66;7.15;82.35;13.62;0;0;1;1;1
95;29.01.2020;69.37;4.78;602.5;65.83;121.38;58.68;6.34;91.41;24.42;0;0;1;0;1
96;28.01.2020;162.01;7.28;1586.53;89.67;258.74;169.07;6.8;97.28;58.52;0;1;1;0;1
97;28.01.2020;160.43;12.33;1932.8;86.52;229.61;143.08;4.64;82.43;57.93;0;0;1;0;1
98;27.01.2020;195.86;19.51;1571.13;119.64;234.45;114.81;9.17;56.37;70.97;0;1;1;0;1
99;25.01.2020;102.75;9.27;923.34;80.78;183.18;102.4;4.9;55.41;36.71;0;1;0;0;1
100;25.01.2020;84.26;11.15;1193.74;95.6;241.64;146.04;-2.23;84.46;29.9;0;0;0;0;1
101;24.01.2020;41.5;8.58;500.66;60.22;94.03;33.81;1.19;66.25;14.17;0;1;1;0;1
102;24.01.2020;28.02;5.05;292.23;47.66;59.26;11.6;-1.17;74.58;9.21;0;0;1;0;1
103;23.01.2020;65.39;31.63;399.22;49.42;67.92;18.49;1.76;67.63;22.96;0;1;1;0;1
104;23.01.2020;68.21;8.22;879.87;82.15;172.45;90.31;-1.5;89.53;24;0;0;1;0;1
105;22.01.2020;53.89;22.41;521.75;54.98;84.93;29.95;2.62;68.69;18.73;0;1;1;0;1
106;21.01.2020;18.62;3.14;292.84;39.09;49.52;10.44;0.75;67.04;6.08;0;0;1;0;1
107;17.01.2020;98.35;8.18;1023.98;76.39;150.09;73.7;2.56;80.97;37.19;0;1;1;0;1
108;17.01.2020;80.26;2.96;1124.04;68.38;170.82;102.44;-3.07;97.83;33.51;0;0;1;0;1
109;16.01.2020;70.47;9.84;744.15;64.27;94.67;30.39;4.9;65.39;20.22;0;1;1;0;1
110;16.01.2020;102.47;7.08;757.36;84.52;151.66;67.13;1.5;88.27;47.9;0;0;1;0;1
111;15.01.2020;206.97;11.85;1209.83;135.75;273.94;138.19;6.57;70.11;94.38;0;1;1;0;1
112;15.01.2020;92.01;9.34;2383.93;113.47;392.22;278.75;0.85;92.8;61.31;0;0;1;0;1
113;14.01.2020;80.44;13.66;1849.04;116.75;258.13;141.37;6.28;65.88;53.43;0;1;1;0;1
114;10.01.2020;26.42;9.37;1194.36;87.57;212.44;124.86;-1.7;87.16;24.98;0;0;1;0;1
115;9.01.2020;12.51;4.16;593.32;48.11;63.45;15.33;1.94;68.32;1.95;0;1;1;0;1
116;9.01.2020;6.49;3.31;343.02;34.76;42.49;7.73;1.49;78.35;1.94;0;0;1;0;1
117;8.01.2020;16.5;1.56;567.76;58.42;96.57;38.15;3.83;95.69;13.49;0;1;1;0;1
118;8.01.2020;26.37;3.96;923.34;71.91;125.61;53.7;4.36;98.73;3.16;0;0;1;0;1
119;6.01.2020;42.56;10.61;546.99;55.16;73.78;18.62;2.21;79.22;22.31;0;0;1;0;1
120;5.01.2020;53.64;25.19;771.91;71.26;130.06;58.8;3.8;72.88;29.03;0;1;0;0;1
121;5.01.2020;18.43;39.07;491.38;56.34;83.83;27.49;1;84.92;13.89;0;0;0;0;1
122;4.01.2020;24.82;28.14;601.58;49.08;69.23;20.15;2.2;79.51;17.95;0;1;0;0;1
123;4.01.2020;27.14;9.13;933.02;71.23;148.13;76.9;-0.09;91.9;19;0;0;0;0;1
124;3.01.2020;15.74;4.26;608.22;51.77;73.53;21.75;3.77;74.08;7.6;0;1;1;0;1
125;2.01.2020;6.26;4.75;469.22;28.82;35.49;6.67;2.53;77.53;1.95;0;0;1;0;1
126;1.01.2020;19.34;17.01;584.37;47.38;62.45;15.07;3.6;91;6.06;0;1;1;0;1
127;1.01.2020;27.67;75.79;475.34;32.09;42.95;10.87;4.69;95.97;8.74;0;0;1;0;1
128;31.12.2019;30.11;11.72;656.51;60.35;87.94;27.59;6.65;88.93;9.44;0;1;1;11;1
129;31.12.2019;11.73;4.01;503.94;40.15;54.06;13.91;5.68;92.5;2.05;0;0;1;11;1
130;30.12.2019;6.9;4.01;621.23;46.41;60.94;14.53;4.8;92.13;2.33;0;1;1;11;1
131;30.12.2019;14.06;4.81;446.82;28.37;34.8;6.43;3.44;86.91;8.98;0;0;1;11;1
132;29.12.2019;35.23;5.68;630.6;53.1;68.38;15.28;4.78;81.48;21.16;0;1;0;11;1
133;29.12.2019;43.05;5.15;733.26;52.44;76.71;24.28;2.86;95.35;30.26;0;0;0;11;1
134;28.12.2019;47.82;11.04;854.28;69.09;104.55;35.46;4.01;86.05;29.62;0;1;0;11;1
135;28.12.2019;29.62;23.58;578.79;45.87;65.46;19.59;3.58;86.56;12.31;0;0;0;11;1
136;27.12.2019;32.45;5.3;698.85;55.61;82.46;26.86;5.51;69.23;5.64;0;1;1;11;1
137;27.12.2019;12.65;6.35;446.91;40.99;54.95;13.96;4.82;82.22;3.35;0;0;1;11;1
138;26.12.2019;54.56;4.65;873.92;58.15;113.43;55.28;6.06;92.89;28.8;0;1;1;11;1
139;26.12.2019;20.37;5.63;1062.3;54.3;126.48;72.18;3.89;97.08;9.26;0;0;1;11;1
140;25.12.2019;23.23;3.3;804.98;57.08;94.81;37.73;4.62;97.47;8.58;0;1;1;11;1
141;25.12.2019;17.39;4.32;502.51;53.56;74.79;21.23;6.43;98.19;2.04;0;0;1;11;1
142;24.12.2019;15.8;2.81;573.4;63.95;76.66;12.71;8.9;88.69;3.71;0;1;1;11;1
143;24.12.2019;10.27;2.46;305.87;16.05;20.16;4.12;8.78;86.22;3.78;0;0;1;11;1
144;23.12.2019;61.7;3.96;309.66;18.13;21.81;3.68;11.07;70.19;17.24;0;1;1;11;1
145;23.12.2019;41.11;3.83;264.04;15.06;18.71;3.65;11.47;63.01;8.27;0;0;1;11;1
146;22.12.2019;105.64;6.4;714.1;74.89;161.78;86.89;10.83;62.68;48.24;0;1;0;11;1
147;22.12.2019;184.48;9.72;2920.01;105.99;482.21;376.22;5.62;82.9;79.78;0;0;0;11;1
148;21.12.2019;141.4;8.9;1948.15;112.24;374.4;262.16;9.94;62.99;62.76;0;1;0;11;1
149;21.12.2019;149.42;5.42;1875.98;73.89;319.17;245.27;3.21;91.07;73.91;0;0;0;11;1
150;19.12.2019;197.33;10.68;4397.58;172.28;587.38;404.59;6.12;87.21;161.99;0;1;1;11;1
151;18.12.2019;119.74;7.41;2983.23;114.58;413.13;291.79;3.6;98.73;82.71;0;1;1;11;1
152;18.12.2019;105.35;7.15;3533.98;98.86;341.69;238.02;2.41;99;58.06;0;0;1;11;1
153;17.12.2019;121.64;7.12;2395.95;102.03;300.9;196.02;5.51;89.66;89.15;0;1;1;11;1
154;17.12.2019;56.35;4.75;1535.32;66.25;183.27;116.12;3.44;98.07;15.38;0;0;1;11;1
155;16.12.2019;62.5;15.35;756.73;59.88;126.78;66.9;6.95;87.91;31.45;0;1;1;11;1
156;16.12.2019;51.87;14.62;1584.96;55.82;200.16;144.35;6.5;93.73;19.67;0;0;1;11;1
157;15.12.2019;32.54;5.7;1246.12;64.55;150.39;85.85;10.42;76.31;14.59;0;1;0;11;1
158;15.12.2019;26.6;4.55;1400.33;58.12;118.51;60.39;8.26;84.4;8.39;0;0;0;11;1
159;14.12.2019;13.89;4.51;483.74;35.54;46.05;10.51;12.12;69.12;1.88;0;1;0;11;1
160;14.12.2019;14.94;4.61;360.19;25.11;34.14;9.04;10.4;76.66;3.32;0;0;0;11;1
161;13.12.2019;22.93;3.97;449.68;53.89;87.31;33.42;10.34;79.97;6.08;0;1;1;11;1
162;13.12.2019;20.91;4.74;388.27;32.76;49.69;16.93;9.01;86.46;13.83;0;0;1;11;1
163;12.12.2019;52.8;5.22;1073.75;62.28;118.46;56.18;7.48;95.75;36.92;0;1;1;11;1
164;12.12.2019;52.94;4.84;874.96;47.52;86.4;38.88;6.39;94.85;30.83;0;0;1;11;1
165;11.12.2019;77.06;5.82;835.69;55.05;86.5;31.45;6.45;84.11;53.95;0;1;1;11;1
166;11.12.2019;55.58;5.89;1256.89;57.31;116.08;58.77;2.52;89.86;44.21;0;0;1;11;1
167;10.12.2019;59.62;5.75;1361.44;74.73;151.86;77.13;4.25;80.31;34.94;0;1;1;11;1
168;9.12.2019;60.09;5.35;574.86;49.75;68.92;19.17;4.69;83.79;48.77;0;1;1;11;1
169;9.12.2019;52.39;11.75;1103.86;56.97;121.41;64.45;3.04;94.41;43.38;0;0;1;11;1
170;8.12.2019;48.54;5.49;541.93;48.52;73.04;24.52;2.51;89.87;31.69;0;1;0;11;1
171;6.12.2019;41.64;5.81;1005.41;71.81;125.17;53.35;1.71;77.44;28.73;0;1;1;11;1
172;5.12.2019;12.68;4.94;725.32;51.84;77.34;25.5;3.49;70.99;6.75;0;1;1;11;1
173;4.12.2019;40.04;3.37;756.37;51.62;105.05;53.43;3.7;98.99;32.75;0;1;1;11;1
174;4.12.2019;87.56;6.58;1512.04;65.14;225.09;159.95;3.72;94.45;49.9;0;0;1;11;1
175;3.12.2019;85.87;7.2;1734.17;88.05;266.2;178.15;7.9;71.17;42.28;0;1;1;11;1
176;3.12.2019;70.18;7.88;2254.85;81.17;311.37;230.2;3.29;85.36;43.06;0;0;1;11;1
177;2.12.2019;40.13;5.79;1484.93;70.16;162.59;92.43;5.4;65.43;11.23;0;1;1;11;1
178;2.12.2019;17.02;3.69;592.77;33.98;52.51;18.53;3.88;75.59;3.46;0;0;1;11;1
179;1.12.2019;12.39;4.79;669.46;37.04;51.03;14;7.11;82.46;3.3;0;1;0;11;1
180;1.12.2019;13.12;5.37;604.58;47.69;66.58;18.89;8.92;96.43;5.29;0;0;0;11;1
181;30.11.2019;29.25;5.43;762.28;61.35;99.84;38.49;12.87;74.44;5.37;0;1;0;10;2
182;30.11.2019;10.01;6.66;448.31;39.67;67.54;27.87;10.85;87.81;3.25;0;0;0;10;2
183;29.11.2019;20.91;3.16;581.87;39.25;52.14;12.89;11.03;93.58;16.13;0;1;1;10;2
184;29.11.2019;62.08;5.07;1369.5;63.74;175.13;111.39;8.43;84.9;32.46;0;0;1;10;2
185;28.11.2019;32.49;5.61;1420.65;75.51;194.01;118.51;10.8;77.16;20.56;0;1;1;10;2
186;28.11.2019;39.51;11.82;795.66;50.61;106.69;56.08;10.64;87.04;15.49;0;0;1;10;2
187;27.11.2019;34.41;11.7;417.58;49.45;80.44;30.99;11.33;84.75;14.3;0;1;1;10;2
188;27.11.2019;32.68;3.55;591.79;50.7;71.7;21;10.86;89.52;22.72;0;0;1;10;2
189;26.11.2019;33.47;5.72;789.23;61.66;83.03;21.37;11.03;79.1;21.07;0;1;1;10;2
190;26.11.2019;75.95;8.19;781.9;68.84;93.56;24.72;11.42;53.29;36.62;0;0;1;10;2
191;25.11.2019;61.35;11.5;1068.36;76.36;112.49;36.12;13.79;42.84;41.02;0;1;1;10;2
192;24.11.2019;98.51;12.01;2124.89;104.76;283.63;178.87;12.09;48.16;50.89;0;1;0;10;2
193;23.11.2019;112.58;11.77;1981.77;121.43;301.97;180.54;11.75;44.31;59.3;0;1;0;10;2
194;22.11.2019;117.44;11.11;3142.7;143.18;484.09;340.91;11.65;44.58;63.17;0;1;1;10;2
195;21.11.2019;128.51;7.72;2127.55;130.75;339.44;208.69;9.36;65.75;73.27;0;1;1;10;2
196;21.11.2019;103.25;7.31;2424.42;95.98;338.65;242.67;5.22;79.49;63.76;0;0;1;10;2
197;20.11.2019;120.71;8.83;2085.04;128.65;375.36;246.7;10.69;59.36;69.18;0;1;1;10;2
198;20.11.2019;112.67;7.47;2500.73;92.45;342.88;250.44;6.43;81.79;64.07;0;0;1;10;2
199;19.11.2019;87.34;8.38;1667.78;99.46;274.98;175.52;10.48;71.5;63.61;0;1;1;10;2
200;19.11.2019;88.11;8.76;2237.28;86.37;304.53;218.16;6.96;84.36;63.16;0;0;1;10;2
201;18.11.2019;82.65;8.48;1330.15;95.5;214.9;119.4;13;59.88;42.97;0;1;1;10;2
202;18.11.2019;74.01;6.26;1649.22;68.06;189.63;121.57;9.07;76.2;35.07;0;0;1;10;2
203;17.11.2019;62.19;6.94;1537.97;86.8;207.6;120.79;15.14;54.68;33.38;0;1;0;10;2
204;17.11.2019;86.55;7.34;1305.57;69.58;183.63;114.05;11.52;68.52;42.82;0;0;0;10;2
205;16.11.2019;79.47;9.16;2028.63;89.65;247.37;157.72;16.53;52.61;35.17;0;1;0;10;2
206;16.11.2019;81.31;6.23;1933.38;58.66;251.99;193.32;13.04;84.75;38.94;0;0;0;10;2
207;15.11.2019;58.34;5.2;1120.5;79.33;181.24;101.91;14.35;82.38;28.03;0;1;1;10;2
208;15.11.2019;64.69;7.66;998.27;74.29;142.62;68.32;13.81;67.69;28.24;0;0;1;10;2
209;14.11.2019;64.82;9.99;706.86;72.02;106.26;34.24;18.54;34.34;25.61;0;1;1;10;2
210;14.11.2019;83.8;13.38;850.39;76.01;139.18;63.17;12.89;48.74;32.94;0;0;1;10;2
211;13.11.2019;83.23;10.54;1853.78;103.51;262.25;158.74;17.2;38.19;36.24;0;1;1;10;2
212;13.11.2019;80.07;10.12;1006.26;77.84;165.02;87.18;12.33;57.34;31.16;0;0;1;10;2
213;12.11.2019;79.76;10.23;1398.68;94.28;191.64;97.36;18.35;39.15;31.3;0;1;1;10;2
214;12.11.2019;83.21;11.42;1085.27;77.47;172.33;94.85;12.88;57.6;31.44;0;0;1;10;2
215;11.11.2019;84.78;11.14;1311.1;102.24;214.49;112.25;18.1;39.8;33.25;0;1;1;10;2
216;11.11.2019;90.9;10.79;1240.77;85.48;206.34;120.86;12.66;55.49;36.86;0;0;1;10;2
217;10.11.2019;70.63;9.76;1599.78;77.51;182.73;105.22;18.18;39.03;28.32;0;1;0;10;2
218;10.11.2019;69.63;10.23;1011.07;70.84;154.52;83.67;12.33;54.88;30.31;0;0;0;10;2
219;9.11.2019;43.23;10.19;1762.65;107.45;240.76;133.31;18.54;37.9;32.17;0;1;0;10;2
220;9.11.2019;81.38;7.92;1305.74;76.64;194.24;117.61;12.97;59.32;28.7;0;0;0;10;2
221;8.11.2019;70;9.96;1754.79;94.25;235.35;141.09;18.6;41.61;26.67;0;1;1;10;2
222;8.11.2019;69.48;9.64;1347.82;78.57;214.46;135.89;13.13;59.84;29.7;0;0;1;10;2
223;7.11.2019;67.76;9.74;2159.03;108.41;288.9;180.49;16.84;47.73;26.81;0;1;1;10;2
224;7.11.2019;79.46;7.94;1249.63;69.23;181.02;111.79;12.65;68.4;24.4;0;0;1;10;2
225;6.11.2019;64.5;7.26;1962.06;85.22;237.7;152.49;18.23;50.54;25.18;0;1;1;10;2
226;6.11.2019;76.73;7.05;1755.17;69.18;208.88;139.7;14.19;73.1;24.87;0;0;1;10;2
227;5.11.2019;52.92;7.56;2042.04;77.99;188.02;110.03;17.65;59.11;21.21;0;1;1;10;2
228;5.11.2019;61.02;7.57;1419.25;69.27;151.23;81.96;13.93;62.05;29.97;0;0;1;10;2
229;4.11.2019;60.33;6.15;815.7;56.09;117.38;61.3;9.77;70.26;30.1;0;0;1;10;2
230;3.11.2019;41.73;5.8;1054.08;64.18;167.76;103.58;12.73;61.49;26.77;0;1;0;10;2
231;3.11.2019;41.25;5.17;644.88;43.03;93.23;50.2;6.37;77.97;19.54;0;0;0;10;2
232;2.11.2019;25.28;4.31;604.23;52.38;92.42;40.03;8.59;63.91;7.4;0;1;0;10;2
233;2.11.2019;9.08;3.72;360.34;36.91;54.89;17.99;6.57;78.04;1.33;0;0;0;10;2
234;1.11.2019;22.59;8.22;616.56;43.62;55.8;12.17;9.46;89.36;9.67;0;1;1;10;2
235;31.10.2019;63.84;12.36;1191.4;82.11;146.68;58.68;17.53;45.11;27.28;0;1;1;9;2
236;31.10.2019;93.47;10.88;1587.55;74.76;193.23;118.47;12.67;65.18;45.2;0;0;1;9;2
237;30.10.2019;64.98;18.05;1772.32;89.61;232.22;142.62;16.67;50.48;38.62;0;1;1;9;2
238;30.10.2019;71.71;10.56;1561.1;71.72;205.04;133.31;12.45;66.75;38.85;0;0;1;9;2
239;29.10.2019;51.07;15.44;1654.37;89.38;241.7;152.32;17.25;48.96;28;0;1;1;9;2
240;29.10.2019;84.47;7.75;1308.63;65.76;191.54;125.79;13.47;68.98;47.35;0;0;1;9;2
241;28.10.2019;55.59;9.82;1816.8;97.14;256.06;158.92;17.83;52.92;35.74;0;1;1;9;2
242;28.10.2019;32.13;3.64;622.27;36.52;64.62;28.1;13.74;68.87;22.47;0;0;1;9;2
243;27.10.2019;28.53;3.78;890.1;47.24;65.23;17.98;16.79;53.4;15.36;0;1;0;9;2
244;27.10.2019;27.43;2.75;482.32;24.67;34;9.33;14.52;69.34;19.69;0;0;0;9;2
245;26.10.2019;31.36;5.34;972.26;51.56;85.04;33.48;17.96;48.25;19.8;0;1;0;9;2
246;26.10.2019;65.66;6.21;819.13;57.22;138.59;81.37;12.62;59.11;25.99;0;0;0;9;2
247;25.10.2019;47.51;6.7;1605.15;82.9;225.61;142.71;21.16;30.88;14.33;0;1;1;9;2
248;25.10.2019;48.82;5.46;716.15;63.35;114.8;51.45;13.79;59.28;20.86;0;0;1;9;2
249;23.10.2019;23.87;4.29;994.25;48.58;68.51;22.35;20.05;45.92;11.92;0;1;1;9;2
250;22.10.2019;24.88;3.8;936.34;51.17;87.71;36.54;17.91;58.49;8.71;0;1;1;9;2
