Tarih;PM10;SO2;CO;NO2;NOX;NO;PM25;IstasyonTipi;Haftasonu/Haftaici;Ay;Yil
;;;;;;;;;;;
;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;;;
21.09.2012;101,26;5,95;1871,17;122,5;208,75;86,25;41,34;Sanayi;Haftaici;9;2012
20.09.2012;109,49;4,22;1757,49;123,81;206,31;82,5;43,4;Sanayi;Haftaici;9;2012
19.09.2012;231,63;12,36;1253,65;120,09;182,02;61,93;55,35;Sanayi;Haftaici;9;2012
18.09.2012;201,07;10,65;1691,8;120,75;224,45;103,7;36,76;Sanayi;Haftaici;9;2012
17.09.2012;231,51;10,36;2172,35;139,15;308,87;169,72;31;Sanayi;Haftaici;9;2012
16.09.2012;135,72;10,99;1151,09;86,35;150,33;63,98;35,05;Sanayi;Haftasonu ;9;2012
15.09.2012;225,16;10;2156,36;139,53;292,22;152,69;46,74;Sanayi;Haftasonu ;9;2012
14.09.2012;231,61;10,27;2147,31;139,5;290,95;151,44;40,56;Sanayi;Haftaici;9;2012
13.09.2012;220,03;8;2166,72;132,25;280,02;147,77;36,04;Sanayi;Haftaici;9;2012
12.09.2012;208,43;7,97;2098,42;128,03;253,93;125,9;27,03;Sanayi;Haftaici;9;2012
11.09.2012;104,44;2,29;1600,94;87,93;135,15;47,22;14,6;Sanayi;Haftaici;9;2012
10.09.2012;104,88;3,09;1668,11;86,03;120,18;34,16;22,21;Sanayi;Haftaici;9;2012
9.09.2012;92,92;4,68;1541,31;82;131,78;49,78;20,18;Sanayi;Haftasonu ;9;2012
8.09.2012;141,1;4,24;1408,57;100,42;144,67;44,25;22,13;Sanayi;Haftasonu ;9;2012
7.09.2012;237,73;12,27;1366,07;112,49;153,9;41,41;35,81;Sanayi;Haftaici;9;2012
6.09.2012;240,35;16,75;2151,69;172,85;354,36;181,5;36,61;Sanayi;Haftaici;9;2012
5.09.2012;146,18;8,28;1031,98;138,87;209,97;71,1;18;Sanayi;Haftaici;9;2012
4.09.2012;236,66;7,26;1830,43;124,55;218,01;93,46;27,96;Sanayi;Haftaici;9;2012
3.09.2012;118,45;4,13;1238,72;119,37;180,23;60,86;18,69;Sanayi;Haftaici;9;2012
2.09.2012;140,49;6,53;1129,41;95,6;132,6;37;26,95;Sanayi;Haftasonu ;9;2012
1.09.2012;109,55;4,94;1329,74;100,47;146,51;46,04;17,31;Sanayi;Haftasonu ;9;2012
31.08.2012;98,13;6,61;1205,28;114,85;175,31;60,47;17,96;Sanayi;Haftaici;8;2012
30.08.2012;86,35;6,09;1219,24;108,03;161,42;53,39;20,79;Sanayi;Haftaici;8;2012
29.08.2012;111,65;7,2;1347,13;111,89;175,4;63,51;13,95;Sanayi;Haftaici;8;2012
28.08.2012;140,59;7,41;1273,27;116,26;151,95;35,69;25,53;Sanayi;Haftaici;8;2012
27.08.2012;198,81;12,75;1108,73;168,21;246,43;78,22;30,85;Sanayi;Haftaici;8;2012
26.08.2012;151,45;14,96;1427,54;142,14;255,02;112,87;20,73;Sanayi;Haftasonu ;8;2012
25.08.2012;97,47;6,08;1183,26;115,83;188,2;72,38;26,61;Sanayi;Haftasonu ;8;2012
24.08.2012;94;5,43;1132,67;122,45;202,69;80,25;18,05;Sanayi;Haftaici;8;2012
23.08.2012;83,39;5,71;963,84;120,94;165,73;44,79;13,84;Sanayi;Haftaici;8;2012
22.08.2012;122,46;5,5;1077,67;112,92;163,8;50,88;25,67;Sanayi;Haftaici;8;2012
21.08.2012;49,71;5,94;987,44;86,77;121,96;35,18;24,32;Sanayi;Haftaici;8;2012
20.08.2012;45,27;5,46;1135,11;88,36;115,13;26,77;13,52;Sanayi;Haftaici;8;2012
19.08.2012;46,1;5,67;1168,89;90,07;113,79;23,72;20,25;Sanayi;Haftasonu ;8;2012
18.08.2012;74,82;4,75;1026,24;108,01;142,27;34,25;18,1;Sanayi;Haftasonu ;8;2012
17.08.2012;113,32;7,38;1332,7;127,59;186,08;58,49;24,12;Sanayi;Haftaici;8;2012
16.08.2012;121,61;7,96;1143,81;152,72;212,97;60,25;17,74;Sanayi;Haftaici;8;2012
15.08.2012;110,4;9,37;1149,26;148,14;207,97;59,83;23,45;Sanayi;Haftaici;8;2012
14.08.2012;115,14;6,61;1241,18;140,6;195,39;54,79;26,25;Sanayi;Haftaici;8;2012
13.08.2012;121,6;3,78;1185,5;133,13;178,17;45,04;28,57;Sanayi;Haftaici;8;2012
12.08.2012;147,83;5,43;1097,43;114,71;146,8;32,09;19,38;Sanayi;Haftasonu ;8;2012
11.08.2012;160,21;3,54;1092,06;108,64;136,82;28,19;37,56;Sanayi;Haftasonu ;8;2012
10.08.2012;137,58;4,25;879,15;119,51;147,95;28,44;17,45;Sanayi;Haftaici;8;2012
9.08.2012;152,77;5,77;1200,54;119,31;187,87;68,55;32,34;Sanayi;Haftaici;8;2012
8.08.2012;130,96;4,88;1262,08;118,94;173,87;54,93;23,75;Sanayi;Haftaici;8;2012
7.08.2012;155,57;5,34;1254,83;118,43;179,7;61,27;38,02;Sanayi;Haftaici;8;2012
6.08.2012;137,89;3,15;1265,45;128,77;182,64;53,87;22,49;Sanayi;Haftaici;8;2012
5.08.2012;100,12;4,48;664,68;101,4;136,32;34,92;25,62;Sanayi;Haftasonu ;8;2012
4.08.2012;100,51;4,05;966,74;117,35;153,19;35,84;29,02;Sanayi;Haftasonu ;8;2012
3.08.2012;103,87;5,86;962,67;120,22;154,31;34,09;40,19;Sanayi;Haftaici;8;2012
2.08.2012;127,77;7,78;1129,03;129,01;160,68;31,66;38,02;Sanayi;Haftaici;8;2012
1.08.2012;114,44;3,52;1870,04;148,68;237;88,32;;Sanayi;Haftaici;8;2012
31.07.2012;66,63;4,75;1349,47;132,33;208,25;75,92;;Sanayi;Haftaici;7;2012
30.07.2012;80,43;3,93;1393,2;161,14;207,76;46,61;;Sanayi;Haftaici;7;2012
29.07.2012;62,96;3,79;1276,43;135,27;162,02;26,75;;Sanayi;Haftasonu ;7;2012
28.07.2012;118,01;4,12;1067,52;113,87;143,34;29,47;;Sanayi;Haftasonu ;7;2012
27.07.2012;110,29;7,56;1009,67;193,17;264,31;71,14;;Sanayi;Haftaici;7;2012
26.07.2012;120,41;5,77;1196,97;189,14;290,93;101,79;;Sanayi;Haftaici;7;2012
25.07.2012;98,04;5,93;873,69;149,46;252,91;103,44;;Sanayi;Haftaici;7;2012
24.07.2012;99,62;5,3;1095,61;134,43;210,98;76,55;;Sanayi;Haftaici;7;2012
23.07.2012;113,05;3,35;1611,09;166,32;255,22;88,9;;Sanayi;Haftaici;7;2012
22.07.2012;68,87;3,33;1007,2;119,88;165,24;45,36;;Sanayi;Haftasonu ;7;2012
21.07.2012;55,95;3,27;792,58;134,73;210,76;76,03;;Sanayi;Haftasonu ;7;2012
20.07.2012;110,83;5,23;1639,55;127,21;185,09;57,87;;Sanayi;Haftaici;7;2012
19.07.2012;102,82;6,4;1686,19;108,78;172,22;63,44;;Sanayi;Haftaici;7;2012
18.07.2012;96,66;4,16;1440,15;;;;42,66;Sanayi;Haftaici;7;2012
17.07.2012;97,98;10,92;1636,29;;;;;Sanayi;Haftaici;7;2012
16.07.2012;84,06;5,12;1124,02;130,85;246,8;115,95;;Sanayi;Haftaici;7;2012
15.07.2012;80,55;4,32;1131,82;114,86;155,58;40,72;;Sanayi;Haftasonu ;7;2012
14.07.2012;134,26;6,12;1438,9;126,99;185,73;58,74;;Sanayi;Haftasonu ;7;2012
13.07.2012;101,52;2,91;1149,94;138,95;177,43;38,48;;Sanayi;Haftaici;7;2012
12.07.2012;96,96;5,46;1242,56;134,52;188,3;53,79;;Sanayi;Haftaici;7;2012
11.07.2012;85,52;5,8;1205,7;137,4;197,3;59,9;;Sanayi;Haftaici;7;2012
10.07.2012;56,29;3,54;1160,43;117,03;151,93;34,9;;Sanayi;Haftaici;7;2012
9.07.2012;141,8;3,15;1416,85;109,95;183,2;69,95;;Sanayi;Haftaici;7;2012
8.07.2012;27;4,91;1441,79;90,37;144,72;35,52;;Sanayi;Haftasonu ;7;2012
7.07.2012;37,41;3,93;1504,68;114,15;193,62;51,94;;Sanayi;Haftasonu ;7;2012
6.07.2012;37,65;7,26;1565,28;114,46;219,54;68,68;20,74;Sanayi;Haftaici;7;2012
5.07.2012;41,28;5,09;1806,06;119,08;233,38;74,7;31,72;Sanayi;Haftaici;7;2012
4.07.2012;45,93;4,23;1738,6;125,96;231,59;69,04;30,67;Sanayi;Haftaici;7;2012
3.07.2012;41,7;5,2;1722,95;116,15;223,73;70,32;24,94;Sanayi;Haftaici;7;2012
2.07.2012;39,09;4,28;1825,35;102,81;207,81;68,63;25,4;Sanayi;Haftaici;7;2012
1.07.2012;27,76;5,37;1739,06;102,93;174,47;46,76;15,31;Sanayi;Haftasonu ;7;2012
30.06.2012;30,46;2,81;1993,5;103,94;204,29;65,59;15,99;Sanayi;Haftasonu ;6;2012
29.06.2012;31,23;4,81;1635,51;108,08;203,82;62,58;18,44;Sanayi;Haftaici;6;2012
28.06.2012;26,05;5,84;1960,73;102,73;246,93;94,25;15,63;Sanayi;Haftaici;6;2012
27.06.2012;42,93;4,9;2046,62;113,66;231,25;76,86;24,61;Sanayi;Haftaici;6;2012
26.06.2012;46,05;3,88;1631,68;123,46;230,99;70,28;24,66;Sanayi;Haftaici;6;2012
25.06.2012;35,66;6,32;1514,53;102,24;219,49;76,64;19,05;Sanayi;Haftaici;6;2012
24.06.2012;36,37;5,68;1311,68;96,96;161,04;41,88;;Sanayi;Haftasonu ;6;2012
23.06.2012;31,44;4,59;2017,2;103,48;196,19;60,6;;Sanayi;Haftasonu ;6;2012
22.06.2012;26,78;4,5;;100,98;192,86;60,05;;Sanayi;Haftaici;6;2012
21.06.2012;29,82;3,09;;106,91;196,55;58,59;13,48;Sanayi;Haftaici;6;2012
20.06.2012;24,28;3,92;1325,57;109,23;186,53;50,52;14,26;Sanayi;Haftaici;6;2012
19.06.2012;34,01;3,43;;85,9;113,37;17,95;9,16;Sanayi;Haftaici;6;2012
18.06.2012;25,46;4,11;;103,14;146,75;28,51;10,88;Sanayi;Haftaici;6;2012
17.06.2012;24,03;4,41;;105,31;178,04;47,54;11,7;Sanayi;Haftasonu ;6;2012
16.06.2012;42,27;3,72;;97,25;242,37;94,85;20,22;Sanayi;Haftasonu ;6;2012
15.06.2012;58,32;4,86;1106,02;114,95;264,89;98;23,31;Sanayi;Haftaici;6;2012
14.06.2012;68,01;7,15;;143,77;271,21;83,29;31,03;Sanayi;Haftaici;6;2012
13.06.2012;47,74;7,45;;151,1;243,78;60,58;23,72;Sanayi;Haftaici;6;2012
12.06.2012;;4,48;;149,69;331,21;118,64;;Sanayi;Haftaici;6;2012
11.06.2012;;8,91;;172,66;378,89;134,79;;Sanayi;Haftaici;6;2012
10.06.2012;;10,65;806,59;146,31;249,34;67,34;;Sanayi;Haftasonu ;6;2012
9.06.2012;;6,25;;142,88;251,37;70,91;;Sanayi;Haftasonu ;6;2012
8.06.2012;;5,06;;131,1;183,6;34,31;;Sanayi;Haftaici;6;2012
7.06.2012;72,94;9,45;705,08;158,33;292,46;87,66;;Sanayi;Haftaici;6;2012
6.06.2012;80,05;9,71;858,79;154,64;222,59;44,42;23,18;Sanayi;Haftaici;6;2012
5.06.2012;59,96;9,14;;169,4;258,61;58,31;22,36;Sanayi;Haftaici;6;2012
4.06.2012;68,57;9,32;763,82;153,49;246,18;60,58;33,92;Sanayi;Haftaici;6;2012
3.06.2012;;8,17;;140,71;188,82;31,45;;Sanayi;Haftasonu ;6;2012
2.06.2012;;8,04;1018,1;157,26;272,75;75,48;;Sanayi;Haftasonu ;6;2012
1.06.2012;;8,81;823,06;165,64;295,74;85,03;;Sanayi;Haftaici;6;2012
31.05.2012;;6,23;760,72;149,3;261,03;73,03;;Sanayi;Haftaici;5;2012
30.05.2012;;8,02;887,09;158,22;278,7;78,75;;Sanayi;Haftaici;5;2012
29.05.2012;;9,6;904,46;151,42;299,41;96,72;;Sanayi;Haftaici;5;2012
28.05.2012;;4,79;749,75;155,91;244,52;57,91;;Sanayi;Haftaici;5;2012
27.05.2012;;6,81;587,72;108,46;155,38;30,67;;Sanayi;Haftasonu ;5;2012
26.05.2012;;7,81;821,33;106,24;224,83;77,51;;Sanayi;Haftasonu ;5;2012
25.05.2012;;7,14;711,22;143,13;241,5;64,29;;Sanayi;Haftaici;5;2012
24.05.2012;;7,08;722,77;144,27;228,13;54,81;;Sanayi;Haftaici;5;2012
23.05.2012;;11,08;704,25;154,3;237,26;54,22;;Sanayi;Haftaici;5;2012
22.05.2012;;8,55;607,31;142,36;177,58;23,02;;Sanayi;Haftaici;5;2012
21.05.2012;;10,34;637,32;160,78;284,62;80,95;;Sanayi;Haftaici;5;2012
20.05.2012;;9,17;586,52;130,13;165,96;23,42;;Sanayi;Haftasonu ;5;2012
19.05.2012;;5,85;611,59;119,54;181,58;40,55;;Sanayi;Haftasonu ;5;2012
18.05.2012;41,8;7,56;579,47;124,65;197,03;47,31;15,56;Sanayi;Haftaici;5;2012
17.05.2012;35,05;6,6;720,78;131,34;236,8;68,93;10,47;Sanayi;Haftaici;5;2012
16.05.2012;41,86;5,89;849,79;120,47;273,58;100,07;;Sanayi;Haftaici;5;2012
15.05.2012;43,05;5,52;792,45;144,13;229,76;55,97;13,12;Sanayi;Haftaici;5;2012
14.05.2012;54,93;6,23;761,38;135,51;266,06;85,32;19,79;Sanayi;Haftaici;5;2012
13.05.2012;35,2;6,98;416,96;135,9;213,57;50,76;;Sanayi;Haftasonu ;5;2012
12.05.2012;57,53;7,47;897,11;163,41;306,18;93,31;;Sanayi;Haftasonu ;5;2012
11.05.2012;46,8;9,9;1006,66;150,24;365,67;140,8;;Sanayi;Haftaici;5;2012
10.05.2012;16,62;7,85;;76,86;177,72;65,92;;Sanayi;Haftaici;5;2012
9.05.2012;14,13;13,34;777,92;72,76;101,01;18,47;;Sanayi;Haftaici;5;2012
8.05.2012;14,21;9,34;808,69;83,77;126,76;28,1;;Sanayi;Haftaici;5;2012
7.05.2012;15,76;9,93;844,49;86,75;158,84;47,12;6,15;Sanayi;Haftaici;5;2012
6.05.2012;12,33;10,79;581,77;62,74;91,58;18,85;;Sanayi;Haftasonu ;5;2012
5.05.2012;14,05;12,54;766,79;78,04;130,07;34;;Sanayi;Haftasonu ;5;2012
4.05.2012;18,67;12,6;;81,66;116,14;22,53;6,78;Sanayi;Haftaici;5;2012
3.05.2012;24,02;4,77;802,62;73,95;121,67;31,19;9,66;Sanayi;Haftaici;5;2012
2.05.2012;14,44;14,42;;65,63;106,87;26,95;;Sanayi;Haftaici;5;2012
1.05.2012;9,88;24,82;897,74;72,07;117,79;29,88;;Sanayi;Haftaici;5;2012
30.04.2012;15,67;27,82;1032,51;68,79;119,33;33,03;;Sanayi;Haftaici;4;2012
29.04.2012;11,06;21,22;896,99;61,58;98,45;24,1;;Sanayi;Haftasonu ;4;2012
28.04.2012;13,82;24,88;932,36;61,36;102,61;26,96;;Sanayi;Haftasonu ;4;2012
27.04.2012;18,72;46,64;861,31;59,82;114,08;35,46;;Sanayi;Haftaici;4;2012
26.04.2012;20,37;14,63;;64,53;128,4;41,74;;Sanayi;Haftaici;4;2012
25.04.2012;15,83;38,45;764,87;67,23;114,6;30,96;;Sanayi;Haftaici;4;2012
24.04.2012;17,13;26,69;1258,68;68,75;149,15;52,55;;Sanayi;Haftaici;4;2012
23.04.2012;13,02;21,27;968,07;56,88;84,98;18,36;;Sanayi;Haftaici;4;2012
22.04.2012;12,39;23,45;1204,78;56,49;102,73;30,22;;Sanayi;Haftasonu ;4;2012
21.04.2012;32,98;32,43;1069,5;56,81;96,49;25,93;;Sanayi;Haftasonu ;4;2012
20.04.2012;14,19;10,51;1344,78;64,15;138,55;48,63;;Sanayi;Haftaici;4;2012
19.04.2012;15,64;29,53;1186,52;62,1;155,19;60,84;;Sanayi;Haftaici;4;2012
18.04.2012;;9,97;1124,8;41,64;53,42;7,7;;Sanayi;Haftaici;4;2012
17.04.2012;13,08;21,42;883,74;58,42;88,24;19,5;;Sanayi;Haftaici;4;2012
16.04.2012;14,22;21,99;1217,43;66,05;132,76;43,6;;Sanayi;Haftaici;4;2012
15.04.2012;18,88;38,35;1108,69;56,37;107,56;33,46;;Sanayi;Haftasonu ;4;2012
14.04.2012;13,07;12,85;956,13;43,31;92,1;31,89;;Sanayi;Haftasonu ;4;2012
13.04.2012;20,73;41,83;1208,75;62,74;136,97;48,52;;Sanayi;Haftaici;4;2012
12.04.2012;18,53;15,4;1555,2;72,01;163,2;59,6;;Sanayi;Haftaici;4;2012
11.04.2012;16,7;15,56;1202,9;60,21;128,19;44,43;;Sanayi;Haftaici;4;2012
10.04.2012;9,66;21,28;1003,07;56,26;95,67;25,76;;Sanayi;Haftaici;4;2012
9.04.2012;10,49;16,04;991,88;64,52;100,13;23,28;;Sanayi;Haftaici;4;2012
8.04.2012;18,09;19,46;986,67;45,24;65,51;13,25;;Sanayi;Haftasonu ;4;2012
7.04.2012;27,1;36;1451,09;65,51;161,71;62,87;;Sanayi;Haftasonu ;4;2012
6.04.2012;23,13;16,94;1531,52;49,47;152,69;67,47;;Sanayi;Haftaici;4;2012
5.04.2012;27,18;29,37;1435,92;58,51;163,73;68,77;;Sanayi;Haftaici;4;2012
4.04.2012;29,22;39,83;1514,58;75,54;177,47;66,62;;Sanayi;Haftaici;4;2012
3.04.2012;24,53;19,76;1448,6;71,88;165,26;61,03;;Sanayi;Haftaici;4;2012
2.04.2012;16,63;15,89;1198,23;62,78;134,89;47,13;;Sanayi;Haftaici;4;2012
1.04.2012;8,91;24,56;1143,55;50,46;68,2;11,6;;Sanayi;Haftasonu ;4;2012
31.03.2012;19,45;13,94;1257,21;62,21;133,84;46,82;25,65;Sanayi;Haftasonu ;3;2012
30.03.2012;13,27;22,51;1072,38;57,43;89,55;20,99;25,65;Sanayi;Haftaici;3;2012
29.03.2012;16,45;20,83;1451,92;66,38;168,3;66,61;25,65;Sanayi;Haftaici;3;2012
28.03.2012;14,01;23,59;1285,9;63,39;154,53;59,57;25,65;Sanayi;Haftaici;3;2012
27.03.2012;11,36;18,82;1236,34;61,32;121,97;39,64;25,65;Sanayi;Haftaici;3;2012
26.03.2012;26,54;28,85;897,52;68,13;106,63;25,16;25,65;Sanayi;Haftaici;3;2012
25.03.2012;31,03;25,17;1468,3;64,82;152,19;57,1;25,65;Sanayi;Haftasonu ;3;2012
24.03.2012;37;36,65;1675,64;66,11;171,9;69,14;25,65;Sanayi;Haftasonu ;3;2012
23.03.2012;30,82;20,8;1510,32;59,78;132,2;47,34;25,65;Sanayi;Haftaici;3;2012
22.03.2012;21,25;17,72;1020,17;65,34;121,19;36,5;25,65;Sanayi;Haftaici;3;2012
21.03.2012;29,75;27,84;1310,11;74,24;143,2;45,08;25,65;Sanayi;Haftaici;3;2012
20.03.2012;55,76;36,75;1969,38;82,64;216,59;87,55;18,17;Sanayi;Haftaici;3;2012
19.03.2012;64,52;17,75;1683,48;74,13;161,42;57,05;18,66;Sanayi;Haftaici;3;2012
18.03.2012;34,98;28,37;1095,25;57,92;98,18;26,31;25,65;Sanayi;Haftasonu ;3;2012
17.03.2012;49,39;19,25;1569,87;71,27;147,8;50,02;25,65;Sanayi;Haftasonu ;3;2012
16.03.2012;26,96;13,29;1149,09;59,95;120,46;39,55;25,65;Sanayi;Haftaici;3;2012
15.03.2012;17,89;17,76;1313,64;60,37;125,75;42,73;25,65;Sanayi;Haftaici;3;2012
14.03.2012;12,22;14,25;1220,77;67,38;164,98;63,79;25,65;Sanayi;Haftaici;3;2012
13.03.2012;27,31;19,69;1502,43;56,52;160,17;67,74;25,65;Sanayi;Haftaici;3;2012
12.03.2012;47,13;17,04;2156,04;64,91;178,94;74,53;25,65;Sanayi;Haftaici;3;2012
11.03.2012;37,33;25,34;1250,59;67,93;132,53;42,22;25,65;Sanayi;Haftasonu ;3;2012
10.03.2012;60,94;33,86;1757,78;78,28;209,1;85,5;25,65;Sanayi;Haftasonu ;3;2012
9.03.2012;47,98;20,35;1405,25;70,51;157,33;56,75;25,65;Sanayi;Haftaici;3;2012
8.03.2012;52,44;27,2;1717,97;84,26;143,91;38,99;25,65;Sanayi;Haftaici;3;2012
7.03.2012;35,85;29,26;1178,12;72,82;115,29;27,76;25,65;Sanayi;Haftaici;3;2012
6.03.2012;37,93;11,11;1178,12;88,88;165,71;;25,65;Sanayi;Haftaici;3;2012
4.03.2012;7,01;23,04;1116,53;47,91;81,98;22,27;25,65;Sanayi;Haftasonu ;3;2012
3.03.2012;10,25;16,35;980,42;57,21;114,33;37,34;25,65;Sanayi;Haftasonu ;3;2012
2.03.2012;11,02;25,9;1046,95;62,4;114,16;33,83;25,65;Sanayi;Haftaici;3;2012
1.03.2012;11,98;12,28;1094,12;61,3;125,71;42,1;25,65;Sanayi;Haftaici;3;2012
29.02.2012;13,93;8,16;916,82;55,23;122,93;44,25;;Sanayi;Haftaici;2;2012
28.02.2012;8,4;18,26;1144,72;56,46;149,79;61;;Sanayi;Haftaici;2;2012
27.02.2012;17,01;35,05;1224,69;60,53;117,9;37,5;6,92;Sanayi;Haftaici;2;2012
26.02.2012;29;24,72;1358,89;60,59;132,3;46,86;11,94;Sanayi;Haftasonu ;2;2012
25.02.2012;23,29;22,04;1284,78;69,42;145,33;49,62;10,58;Sanayi;Haftasonu ;2;2012
24.02.2012;58,57;19,55;1650,73;88,61;212,03;80,67;17,73;Sanayi;Haftaici;2;2012
23.02.2012;65,13;42,52;1595,29;94,14;134,22;26,2;24,34;Sanayi;Haftaici;2;2012
22.02.2012;101,73;51,55;2068,45;121,01;219,86;64,61;40,85;Sanayi;Haftaici;2;2012
21.02.2012;180,42;41,7;1811,98;101,1;226,71;82,1;86,12;Sanayi;Haftaici;2;2012
20.02.2012;165;34,1;1990,75;93,97;180,3;56,42;94,45;Sanayi;Haftaici;2;2012
19.02.2012;75,6;28,65;1113,73;67,88;97,84;19,58;;Sanayi;Haftasonu ;2;2012
18.02.2012;77,32;19,85;1357,37;74,14;144,03;45,68;35,57;Sanayi;Haftasonu ;2;2012
17.02.2012;23,83;12,87;987,93;58,36;105,86;31,05;;Sanayi;Haftaici;2;2012
16.02.2012;30,66;15,2;1045,18;62,02;103,39;27,04;;Sanayi;Haftaici;2;2012
15.02.2012;20,8;2,17;1407,6;66,14;132,97;43,68;;Sanayi;Haftaici;2;2012
14.02.2012;114,28;;2313,76;71,55;257,51;121,55;;Sanayi;Haftaici;2;2012
13.02.2012;106,53;20,37;1332,18;78,88;122,98;28,82;63,74;Sanayi;Haftaici;2;2012
12.02.2012;133,54;12,39;1518,34;78,99;139,23;39,38;;Sanayi;Haftasonu ;2;2012
11.02.2012;54,53;4,7;1393,46;63,17;102,94;25,99;;Sanayi;Haftasonu ;2;2012
10.02.2012;60,36;11,61;1308,08;60,57;142,24;53,38;;Sanayi;Haftaici;2;2012
9.02.2012;55,54;11,34;1612,06;59,18;150,11;59,44;;Sanayi;Haftaici;2;2012
8.02.2012;44,78;3,24;1343,71;57,29;159,24;66,64;;Sanayi;Haftaici;2;2012
7.02.2012;86,36;25,04;2016,66;61,18;206,32;94,87;;Sanayi;Haftaici;2;2012
6.02.2012;128,68;10,16;1910,15;87,44;184,98;63,75;;Sanayi;Haftaici;2;2012
5.02.2012;95,74;15,25;1587,05;75,8;132,76;37,23;;Sanayi;Haftasonu ;2;2012
4.02.2012;104,85;38,7;1701,04;85,73;154,33;44,83;;Sanayi;Haftasonu ;2;2012
3.02.2012;137,8;;2100,22;82,39;218,57;89,01;;Sanayi;Haftaici;2;2012
2.02.2012;148,46;18,52;1869,54;75,97;186,97;72,55;91,08;Sanayi;Haftaici;2;2012
1.02.2012;145,54;11,36;1870,32;69,97;218,9;97,34;84,6;Sanayi;Haftaici;2;2012
31.01.2012;63,77;5,05;1381,79;59,66;153,44;61,29;;Sanayi;Haftaici;1;2012
30.01.2012;83,57;5,94;1427,12;61,37;162,66;66,2;;Sanayi;Haftaici;1;2012
29.01.2012;46,52;1,34;1325,94;54,71;100,38;29,85;;Sanayi;Haftasonu ;1;2012
28.01.2012;70,65;5,16;1539,18;63,9;158,67;61,94;;Sanayi;Haftasonu ;1;2012
27.01.2012;18,05;9,91;1147,8;43,84;113,09;45,26;;Sanayi;Haftaici;1;2012
26.01.2012;51,87;;2206,83;47,64;185,13;89,86;;Sanayi;Haftaici;1;2012
25.01.2012;93,12;15,06;2571,56;48,79;243,99;127,59;;Sanayi;Haftaici;1;2012
24.01.2012;102,74;53,71;1738,38;63,89;158,21;61,65;;Sanayi;Haftaici;1;2012
22.01.2012;20,9;10,41;1445,64;47,71;120,58;47,63;;Sanayi;Haftasonu ;1;2012
20.01.2012;70,98;24,89;1247,65;50,86;111,28;39,49;19,72;Sanayi;Haftaici;1;2012
8.01.2012;43,33;12,86;1663,93;45,33;114,03;68,7;14,78;Sanayi;Haftasonu ;1;2012
7.01.2012;47,74;30,47;1266,41;31,05;50,46;19,59;6,32;Sanayi;Haftasonu ;1;2012
6.01.2012;61,62;27,47;1735,28;48,13;100,06;51,95;18,09;Sanayi;Haftaici;1;2012
5.01.2012;70,06;21,31;1222,65;46,52;99,53;53,02;22,08;Sanayi;Haftaici;1;2012
4.01.2012;87,24;23,52;1402,47;49;109,37;60,36;26,45;Sanayi;Haftaici;1;2012
3.01.2012;166,36;17,58;2428,83;65,29;217,66;152,36;48,55;Sanayi;Haftaici;1;2012
2.01.2012;134,72;12,38;2146,97;58,95;166,8;108;32,44;Sanayi;Haftaici;1;2012
1.01.2012;90,39;10,07;2626,37;53,73;219,71;166;26;Sanayi;Haftasonu ;1;2012
31.12.2011;101,13;23,2;1094,28;52,65;142,05;89,45;28,95;Sanayi;Haftasonu ;12;2011
30.12.2011;143,38;18,1;2400,72;52,6;180,66;128,05;39,11;Sanayi;Haftaici;12;2011
29.12.2011;85,71;11,93;1440,21;58,31;166,7;108,44;22,95;Sanayi;Haftaici;12;2011
28.12.2011;110,48;9,45;1515,51;57,78;187,45;129,67;28,36;Sanayi;Haftaici;12;2011
27.12.2011;78,54;13,52;1908,68;56,64;168,29;111,65;16,35;Sanayi;Haftaici;12;2011
26.12.2011;54,51;14,27;1323,57;47,32;141,79;94,53;11,33;Sanayi;Haftaici;12;2011
25.12.2011;60,02;8,84;1046,04;38,64;102,11;63,54;12,86;Sanayi;Haftasonu ;12;2011
24.12.2011;37,8;6,08;1461,01;43,55;120,94;77,52;10,77;Sanayi;Haftasonu ;12;2011
23.12.2011;39,04;8,07;1024,9;46,57;121,48;74,91;10,75;Sanayi;Haftaici;12;2011
22.12.2011;78,04;26,63;1626,03;54,91;168,09;113,21;18,36;Sanayi;Haftaici;12;2011
21.12.2011;77,26;18,64;1921,51;62,54;187,77;125,23;15,79;Sanayi;Haftaici;12;2011
20.12.2011;62,93;30,62;1341,65;56,66;123,57;66,9;14,09;Sanayi;Haftaici;12;2011
19.12.2011;74,71;35,25;1369,58;50,02;113,19;63,17;16,16;Sanayi;Haftaici;12;2011
18.12.2011;25,33;38,96;1288,5;36,06;65,71;29,69;7,11;Sanayi;Haftasonu ;12;2011
17.12.2011;30,58;25,64;818,43;48,11;97,68;49,69;10,98;Sanayi;Haftasonu ;12;2011
16.12.2011;119,32;32,36;1896,99;55,96;166,04;110,18;33,88;Sanayi;Haftaici;12;2011
15.12.2011;200,39;42,16;2671,86;76,96;260,18;183,27;49,07;Sanayi;Haftaici;12;2011
14.12.2011;194,43;44,07;2786,78;76,58;267,24;190,66;43,68;Sanayi;Haftaici;12;2011
13.12.2011;170,09;36,13;2252,37;66,98;190,45;123,47;39,07;Sanayi;Haftaici;12;2011
